Entity,Code,Year,Iron deficiency (deaths),Low bone mineral density (deaths),Drug use (deaths),Alcohol use (deaths),Smoking (deaths),Secondhand smoke (deaths),Household air pollution (deaths),Outdoor air pollution (deaths),No access to handwashing facility (deaths),Poor sanitation (deaths),Unsafe water source (deaths),Unsafe sex (deaths),Low physical activity (deaths),Diet low in vegetables (deaths),Diet low in fruits (deaths),High cholesterol (deaths),High blood pressure (deaths),High blood sugar (deaths),High body-mass index (obesity) (deaths)
Mongolia,MNG,2000,0.0106873216847,9.94470065264,45.3604824441,131.444395619,887.02394549,102.112413663,584.677682509,364.807130631,4.59165844194,0.491357473764,0.431944428857,21.2128368933,247.059540313,447.088002726,500.463278904,707.719729776,1927.81713277,352.698984696,490.130793972
Mongolia,MNG,2005,0.00984336481882,10.6708328229,82.5639895621,267.891763447,909.800599534,104.135382275,581.87428422,371.704403603,3.11423733157,0.295385729248,0.289418382572,21.3920201766,244.583763789,453.637528624,547.094324525,690.107540224,1988.03582363,371.359518708,541.181083405
Mongolia,MNG,2006,0.00958189414454,10.7250977543,89.4216317073,290.380872604,900.167012136,99.2637487485,565.089326343,369.614505818,2.95818092009,0.279772951109,0.278874191386,21.1927843339,240.151199388,442.563440458,539.810902039,679.301247008,1960.66158151,367.606951245,540.875817122
Mongolia,MNG,2010,0.00966846644467,11.1155330093,118.147017084,357.225299883,871.850922137,85.8724928405,499.479622777,366.565842558,2.51918788147,0.252122609483,0.263573912357,20.9770995944,227.848403864,404.874534361,512.14037632,645.292185882,1860.05817789,349.253425619,559.807921053
Mongolia,MNG,2016,0.0117908992273,13.8174805271,163.561436618,453.523665545,1026.05118216,94.1036956574,501.756029505,499.636398149,2.61275382373,0.221819798613,0.237363439593,22.8812972941,278.58151107,440.821852612,562.950538984,793.563339604,2148.31828519,433.501442778,683.695582889
Montenegro,MNE,1990,0.00402984355846,9.27227728595,2.33604122793,255.369076998,306.392893937,57.1676736987,156.373058359,175.247026423,0.367587701765,0.056953814143,0.132423276872,5.49970329578,99.2050103588,64.2024170128,103.317613282,332.387789122,1003.88790337,294.181812906,257.76099363
Montenegro,MNE,1995,0.00432465325858,10.4171214476,3.19770743117,305.603953243,387.751184929,69.7482488309,166.705264867,197.244041169,0.4460481154,0.0643696011581,0.146866627707,6.31296370176,116.000011081,101.012876822,155.470338746,383.865452339,1202.37058838,352.297121293,309.42475465
Montenegro,MNE,2000,0.00495048153231,11.3783441072,4.57615627382,370.982206055,496.365242174,91.5292793581,169.209385239,222.331513495,0.455698785282,0.0557015116638,0.137348353156,7.02412425102,126.85904593,138.079585775,203.822727188,413.053874757,1339.89507273,413.388788727,366.703059559
Montenegro,MNE,2005,0.00583223055587,10.6454397838,5.90565273817,409.791321987,554.00846138,94.7292020483,168.557114335,224.948053069,0.401650633401,0.0398838946235,0.119336657916,7.61567781919,129.286325802,157.568448914,223.70962989,411.913830709,1362.69191191,446.306923022,408.337989327
Montenegro,MNE,2006,0.00590803338884,10.4517107739,6.16159711178,411.22312432,555.596873523,93.8899324982,169.520956376,227.480630548,0.393625513241,0.0379119808634,0.117236124433,7.50200785208,130.173923122,152.246860175,218.919868845,412.595327378,1349.92988746,442.815767258,406.044044212
Montenegro,MNE,2010,0.00636024768299,11.1811497838,7.2651589328,431.587334188,558.836580955,97.5569201924,182.843483434,245.330764897,0.371409766283,0.0313153068384,0.110859381003,7.17669983838,138.357156442,77.6096108591,169.674299514,433.396123133,1351.03569808,445.779226915,416.025365062
Montenegro,MNE,2016,0.00660296356097,13.4493331088,9.03838142014,484.418072271,570.791908392,108.354575963,188.384266557,259.686668422,0.386147492995,0.028351819954,0.112408447234,7.36689612236,159.76738999,55.8451197765,142.245924938,500.170046533,1493.41217588,493.748818241,457.361549889
Morocco,MAR,1990,0.495872723973,182.565962177,12.8721341455,718.127757274,2260.00921891,1199.48369185,2356.2233927,2481.49293468,184.863337215,157.454929189,215.377214451,82.1610419364,1928.86474233,1650.46683963,1920.3282367,4443.48639226,11975.0469883,9005.49952536,3059.62777849
Morocco,MAR,1995,0.55945788418,246.487952931,20.4633575562,812.560286521,2625.66645335,1441.19718005,1996.6568206,3113.44648278,182.079395842,139.484033717,208.315447682,106.424949131,2441.62200651,1953.23331053,2134.4042249,5741.71846429,15302.4231668,11805.2761939,4633.30646986
Morocco,MAR,2000,0.834579709474,303.643286184,33.0456457484,871.317355356,2953.17891313,1774.78430643,1517.97510613,3849.17266819,194.803470355,120.92391472,197.289063684,131.991408392,3034.83990189,2167.37846147,1923.27112141,7155.21867881,19058.8169675,15432.8117619,6632.32287399
Morocco,MAR,2005,1.12753241127,376.583595814,48.0189989396,936.427996108,3125.57818476,2026.8258212,1022.80721575,4530.41243478,221.415025112,117.307867409,209.330984775,152.322909303,3684.89113844,2348.84034724,1768.57571576,8751.21489689,23047.7119294,19239.3106324,8590.96653978
Morocco,MAR,2006,1.13124951144,391.044437782,51.5112637346,938.472112479,3144.17035525,2055.17856584,946.388679459,4621.95525258,224.039798785,115.83995741,212.043766781,154.962839528,3801.12959624,2384.22992104,1764.86085891,9063.37921248,23755.7785373,19984.622248,8972.29966523
Morocco,MAR,2010,1.26438341932,453.713957654,68.3250786878,907.868413696,3290.65195026,2140.0897025,690.536016962,4950.51243263,227.230950288,107.512434106,220.358634943,162.872658741,4308.57958741,2549.58526801,1773.58937281,10322.0200936,26557.0282329,22847.976361,10666.5294229
Morocco,MAR,2016,1.44729471081,546.022167467,98.5074267269,851.367789952,3690.40107623,2346.5078371,418.885114662,6138.25279308,214.620277354,88.2587119692,216.4256872,161.247843654,4980.04690413,2632.69387532,1805.08105285,12115.8019277,30265.2515178,26057.9625218,12881.5083753
Mozambique,MOZ,1990,0.276250412573,330.774442354,7.77056495045,12.8754678807,1168.65903714,223.52598821,3229.58709164,1218.54684916,851.773484285,905.911548821,1040.48493711,280.732554778,422.608494878,956.178287175,1297.54732073,902.734810415,5842.769576,1643.53174071,498.698514698
Mozambique,MOZ,1995,0.30773948317,375.594848958,14.0178588664,61.7611954432,1282.00508932,254.709912817,3500.95036212,1327.6533486,957.33401494,1016.45034107,1170.43191131,523.76467664,460.57113067,1037.74939726,1415.34706003,976.180185386,6362.23280999,1851.67422472,580.423860056
Mozambique,MOZ,2000,0.343857124066,439.782491552,25.7406764845,294.991298579,1490.48456684,287.092315563,3751.95249584,1454.4097358,1046.10557912,1095.81133694,1269.9413635,994.261554876,507.609320503,1110.10525093,1508.41595728,1069.24140359,6901.5786574,2153.76142109,763.70406842
Mozambique,MOZ,2005,0.350909396512,495.720820935,40.4337345921,546.01429173,1707.98717928,274.771443192,3930.1541832,1538.65316465,1146.66014445,1182.79984315,1386.15864441,1545.54692513,552.087244251,1147.11384888,1544.30266312,1152.27343166,7289.02079291,2436.07050905,977.608151115
Mozambique,MOZ,2006,0.35007001701,514.365604637,42.2856533756,568.353549076,1783.52824777,274.927432167,4014.48382109,1554.99205054,1171.77952727,1202.49416619,1412.40435704,1595.69660534,567.59745318,1171.3233434,1573.75953519,1185.02775228,7463.91946373,2529.10558345,1022.52871415
Mozambique,MOZ,2010,0.358513863397,622.703780677,42.0756868847,640.863609066,2159.59611589,311.323457271,4581.61904353,1693.05707633,1292.82524977,1289.92561631,1537.21179613,1419.09838052,665.948991828,1340.42586334,1785.78235667,1402.48325874,8659.16800885,3046.60891289,1311.02255992
Mozambique,MOZ,2016,0.453624103582,843.974285761,33.5227080949,836.841373911,2572.71240138,390.448862221,5375.0555392,2177.23130188,1404.72511612,1334.77062542,1649.26292649,747.822471168,854.378817644,1680.88991743,2213.45856586,1889.22602044,11145.1655368,4087.03642973,2112.9929094
Myanmar,MMR,1990,160.417895735,1309.34760942,41.8246253969,1795.88933326,23252.6301075,1338.29080819,12283.2934372,6970.3377185,1960.50524431,4056.27477213,4490.65804109,988.161739953,1920.75542733,2963.40050461,5410.48030024,4032.82740281,21501.8071788,9243.38972158,1768.15634071
Myanmar,MMR,1995,172.500035398,1583.82897532,65.8374816438,2166.26714097,25458.7781395,1449.16532477,13869.7249922,8046.51108505,2081.46266734,4265.03404195,4752.86959182,1125.61603775,2201.74354607,3277.3777415,6126.07237345,4611.20590749,24634.4514937,10731.3260806,2177.59514483
Myanmar,MMR,2000,189.114818515,1903.3129114,101.664757256,2346.83984976,27944.2697484,1547.46260133,15260.0489624,9199.45521615,2050.28573844,3830.81515748,4301.94244406,1360.01903008,2491.44828214,3483.90085777,6717.51208072,5179.603739,27417.3318535,12406.5805088,2788.47175258
Myanmar,MMR,2005,167.861081796,2167.98258982,148.250142931,2428.34892333,29017.2570565,1632.55205225,15534.4628079,10183.5622879,1840.1174273,3175.81458118,3632.42919232,1541.18118631,2726.44634199,3449.2691646,6853.92673537,5619.53757784,28584.9643133,13899.6259945,3670.19208362
Myanmar,MMR,2006,159.305524477,2206.25274414,158.341977692,2486.17402483,28692.8671665,1634.4852831,15345.7038306,10138.7838767,1767.22507351,3008.41357814,3465.87393413,1532.8439054,2735.50974211,3377.76307549,6765.24485696,5644.27942588,28403.4471193,14123.2474908,3846.9569288
Myanmar,MMR,2010,130.852583301,2383.91396179,195.625949187,2829.03992092,27348.4456383,1684.55039589,14608.7774155,10108.1671841,1534.14406026,2443.7828532,2946.62140307,1413.89717904,2847.35481954,3192.69474154,6528.43994075,5901.72831183,28326.4792459,15242.5021767,4654.59370353
Myanmar,MMR,2016,103.743022236,2595.28582633,241.363641567,3181.98127072,27513.5877706,1621.68809963,12956.3368429,10574.6900427,1211.10449796,1688.45525566,2278.91986933,1165.78039982,2941.36192182,2886.59493842,6192.04426375,6244.72429791,28474.7226257,16635.0215525,5857.19808873
Namibia,NAM,1990,0.00565575502947,16.3200658477,2.07014427635,-7.95891495049,289.776903478,47.913763231,389.306743568,203.533826369,92.0872713848,108.175681851,130.701506765,18.1402893494,95.9165928867,135.654647849,169.881119452,173.400943944,692.333494854,413.362481613,96.2074296683
Namibia,NAM,1995,0.00737462176584,19.5346191887,3.13115488002,-23.8656747539,345.573273253,55.1899402379,418.629017032,234.111954154,94.8941695486,106.97439998,133.1274026,55.270491506,113.266690933,157.869191395,199.769128882,207.894470936,820.625392413,567.867173594,124.464853388
Namibia,NAM,2000,0.00766557903071,23.194152855,4.92507530663,27.993635135,446.416377605,63.0929184276,462.465497623,293.989220196,98.1992173042,105.056264064,131.094703876,161.280149298,139.50145717,189.99099393,242.403789026,255.04675482,1022.77199163,800.217997735,191.357809134
Namibia,NAM,2005,0.00799812990896,23.5991463667,6.0075290973,116.845041373,440.474990785,58.84053792,422.831536638,281.802765479,89.5794977319,94.5967612867,115.227359605,237.859485539,138.837142926,180.920554811,235.179269818,245.380659231,1007.67275075,816.926335747,221.831115013
Namibia,NAM,2006,0.00803837605079,23.5312130593,5.95888164473,128.054205506,435.882287044,57.8444706614,410.280105499,274.197483706,87.3165882112,92.1101996622,111.659047168,221.375635587,136.204352109,176.467711674,229.942319685,240.287857293,990.10451315,796.672965504,220.876790666
Namibia,NAM,2010,0.00868807390847,23.0015597747,5.25118655762,140.093256527,391.821446566,51.6487887616,359.298888581,241.696500439,80.481861891,84.8446247258,101.688784471,94.9748060871,125.496933511,158.223296905,207.417379675,218.95307953,906.148487724,700.390454494,208.691635101
Namibia,NAM,2016,0.0105284261691,25.7358922291,6.38580116638,152.951296602,364.63744047,54.0293736145,321.524635978,271.633263804,72.8929005787,72.9685726269,89.8870304684,54.7621863024,133.603321427,164.760569122,217.038434977,234.740739339,973.860788975,732.87735503,250.592937506
Nepal,NPL,1990,14.3231448003,436.34347227,8.1723685373,76.1006446401,4665.21024,369.77192626,4837.41631399,3140.24937173,3417.80018061,5856.7861767,6729.01133908,158.121788121,607.238195268,974.777387287,1405.06108149,1222.84167157,5046.49238742,2292.01246758,497.611261378
Nepal,NPL,1995,16.1946607625,554.562984096,10.4422475165,131.552293691,5555.53062654,428.943300408,5438.09906276,3747.25247202,3790.24617113,6478.0264718,7553.42509361,160.647067824,761.002575652,1141.24560566,1605.65393089,1548.59599006,6099.55353351,2974.44799774,775.28781578
Nepal,NPL,2000,19.5303642025,711.507495604,14.3226752528,239.490269459,6981.08719829,484.283008212,6544.86169483,4545.49772998,2937.02978569,4998.92973785,5946.60967117,150.854011114,1012.78622048,1403.51657432,1943.86148286,2117.9810878,7900.18180497,4023.85589841,1172.96633743
Nepal,NPL,2005,21.6505826438,929.368167962,20.7748441559,350.547093946,9215.47235409,599.637599129,8255.56423447,5941.75672583,2481.29226908,4052.1321105,4991.42305981,178.355011306,1386.76520328,1704.47231738,2451.97705747,2942.05604,10628.8709115,5693.75376367,1649.95996628
Nepal,NPL,2006,21.424227485,959.255885368,21.9904877154,382.310627987,9460.13297746,621.429888963,8488.50474196,6138.56976789,2599.18515348,4193.82818291,5208.64540664,184.169789634,1446.25692847,1732.78934672,2513.24199601,3077.30458717,11045.5435585,5951.3619433,1729.02631687
Nepal,NPL,2010,19.9622763145,1107.95453373,27.3768382859,502.03984967,10426.7616176,773.501889515,9404.69652748,7102.15054699,2614.9915832,4064.8034694,5221.35156872,198.900786572,1745.84369104,1852.71268505,2796.00747596,3687.27849108,13002.7078109,7200.44528545,2263.59772923
Nepal,NPL,2016,18.9881788744,1395.15024741,37.4698229724,663.452408394,11093.5736246,961.425690131,9538.8345549,9131.16616953,1739.41826897,2781.4378117,3823.50067254,215.725372857,2148.57874054,2033.52185656,3179.33567633,4607.34555402,15985.7003326,9539.69741276,3305.04392072
Netherlands,NLD,1990,0.524392702689,1023.76016313,66.8993475544,2640.14802653,15580.9551948,1104.87680936,189.44455333,5292.38170318,23.5721298526,3.39770319233,3.88811583526,199.60707934,3511.25558441,3653.81675733,2689.64706071,12588.0722587,21417.5265811,10560.9908081,7308.56910899
Netherlands,NLD,1995,0.55893224989,1087.08758439,102.926819243,2904.8122091,17198.4656703,1171.0114449,136.819348765,5477.59074304,35.0209715767,3.77190784555,4.65890219199,206.770107542,3520.00648553,3595.56508988,2735.38226866,11727.0239617,22291.7155832,11467.9771491,7746.29997681
Netherlands,NLD,2000,0.703608947223,1238.09502694,144.924651321,2874.89327014,18001.9332146,1050.99583383,111.037656772,5443.57388701,46.570692356,5.45418472164,7.78750815756,219.909804234,3390.98724084,3399.07797901,2877.07300485,10155.8382378,22407.067093,13885.1453052,7604.18471679
Netherlands,NLD,2005,2.04925414394,1431.77894112,194.759391345,2832.7521908,18280.4674812,838.907935452,83.3777037935,4892.59912341,49.4760553078,7.30624412586,13.3868877198,211.266218215,2922.08291947,2809.91327447,2596.47598377,8270.87197505,19473.2372653,12053.9469488,7302.23090779
Netherlands,NLD,2006,2.53442000129,1471.88153378,203.323579732,2790.23671284,18264.9189097,802.753084013,76.9180493299,4756.35888037,48.871334794,7.65687163652,14.5952163944,208.053294424,2814.22976969,2687.74620993,2506.0912552,7932.22336549,18805.3292952,11808.1752804,7234.35551092
Netherlands,NLD,2010,2.91472536917,1705.3997689,251.046900947,2800.34408089,18744.8257828,713.178265995,60.5425202552,4558.50696987,50.9243407219,9.66885130617,20.6422606137,198.649068353,2609.45269492,2418.95810653,2329.76417877,7202.42854415,17743.9347706,11530.2337145,7426.63606217
Netherlands,NLD,2016,2.25430488404,2093.52653086,327.947852603,3465.62636478,19449.8204771,760.798959475,49.3294567473,4832.82337651,61.2602948372,12.6756193381,30.6787382074,196.743035614,2754.06988085,2467.10644211,2415.81666759,7496.4512824,19044.9521737,11509.2747241,8395.48434577
New Zealand,NZL,1990,0.0493518982989,170.735226106,3.40828197721,240.972012918,2638.2104838,145.2575474,35.1637711191,500.09328156,10.9457650656,1.33322642383,1.88044115194,41.7542497995,809.335770601,652.585086517,616.689877082,2276.51231683,4722.80048471,1368.56932922,1532.36917625
New Zealand,NZL,1995,0.0561115382373,183.732682207,5.75933834548,115.388229348,2733.75679029,142.843816331,16.6158939962,517.576599073,9.32666437809,0.892324913303,1.4378587302,41.3298986893,853.29235069,671.310388682,651.360215281,2302.23350502,4853.46074069,1547.22224605,1699.38238998
New Zealand,NZL,2000,0.0542143887864,208.340709219,8.86059192032,12.2358714493,2679.89240269,137.384681571,15.6353303891,486.12332741,6.03706930811,0.934159559405,1.77004707373,35.5728013903,840.720441855,708.62058387,677.572358165,2052.86355579,4556.9195819,1703.73790464,1876.98800572
New Zealand,NZL,2005,0.0565686311723,263.225560256,14.6679816192,38.6598564022,2603.09337934,134.564780995,17.4764981435,453.690325341,6.2100354478,1.33380994188,3.26589395973,32.2847413297,838.270771085,719.604589238,677.496543603,1953.29128491,4382.88779739,1708.57093714,2063.40933085
New Zealand,NZL,2006,0.0591379520354,282.571072278,16.4968073138,56.4283771158,2634.05882584,135.778936428,17.5145880354,438.394573695,6.75591641351,1.65895216737,4.17912212364,32.2861268224,844.632125609,727.769857483,681.359877701,1950.47935881,4412.28826041,1751.78294748,2113.79799519
New Zealand,NZL,2010,0.0705990940958,337.590495321,25.2129169927,153.132584804,2658.98050646,127.740964535,14.6284450992,362.390749946,8.93967850367,2.93703113734,8.96669888395,31.461897884,824.654965561,706.829143829,665.499246666,1853.77676432,4277.27300208,1772.20409559,2193.73630983
New Zealand,NZL,2016,0.100689493524,388.080412136,43.4431044413,281.12680422,2914.84368901,135.734886519,12.6065024845,414.848036513,10.9398787412,2.7939792497,10.8399608097,33.3059862461,913.691742412,780.634152219,723.078021398,2027.63481724,4742.20324012,2035.87996735,2576.46272573
Nicaragua,NIC,1990,0.014475623551,32.9859190551,6.20316916117,146.352415718,124.158446807,69.2736369675,324.967317491,207.118273533,22.4025868398,33.4355139267,35.7853151777,33.902071808,106.822118949,188.184951404,166.034928858,294.782160681,902.072511333,525.255583106,406.509874715
Nicaragua,NIC,1995,0.0178672817616,48.8037615089,10.364645737,202.927193777,168.766839876,94.1957867384,415.672865254,284.767996432,27.2067004523,39.5609442612,42.4607646698,46.7021318978,148.641770387,263.248835361,238.534924034,415.168402004,1290.35921987,777.738860126,590.846523765
Nicaragua,NIC,2000,0.0199074159683,56.4812021515,15.2898844905,233.492410876,188.192986161,108.993483656,455.375077709,346.101100863,24.9079224193,35.5967307654,37.8844664318,53.6050038043,178.820620278,315.764791966,284.469839947,511.474291581,1564.71043579,1029.02834752,783.531701774
Nicaragua,NIC,2005,0.0259832341169,74.9807870231,24.5835132174,305.25439775,237.868663443,141.983255878,568.38143317,449.343701647,27.5864709562,37.5319023536,40.1431519734,61.891909083,237.415339084,406.214910667,355.182893812,677.043875058,2042.14611373,1377.23877342,1108.42505051
Nicaragua,NIC,2006,0.0284944953227,79.9896101152,26.7450809276,314.089530035,243.055761399,148.499677745,580.747883422,453.600929158,27.8540306554,37.3620208804,40.2771198971,63.2374453675,246.241412364,419.436694234,364.146653577,704.381928053,2125.9602521,1446.30022324,1171.42191558
Nicaragua,NIC,2010,0.043351134573,112.303249932,38.7253686671,358.846579609,276.809191625,175.726397678,622.389310938,480.512901602,27.831495466,36.0570581653,40.557687799,71.3553337198,298.486562448,496.013879017,419.827448016,855.615977323,2583.28435426,1812.72153049,1507.79597883
Nicaragua,NIC,2016,0.0558108865245,144.012552051,63.7847099897,441.566455452,350.160254639,198.709913603,589.586370605,578.318648288,26.8478115105,32.2074686938,38.9112437558,81.5194936219,374.973593768,605.707248793,496.850981403,1083.90825182,3178.94039638,2281.67666399,1956.87733229
Niger,NER,1990,0.682919255877,91.4755074788,1.74006511091,13.479334023,190.164200922,63.3984254673,1236.21301225,937.702387259,468.509250355,561.732635023,635.663386132,48.5819249652,183.941402285,300.012635838,394.512152016,338.576802952,1434.84074947,475.398258034,159.769683986
Niger,NER,1995,0.989760566714,122.543373199,2.72397685223,15.7427217965,198.343064082,81.1473485211,1578.92988359,1202.92031842,625.06081479,736.254844635,831.144010598,73.4222817442,236.916609659,366.541823556,487.176979311,447.56565671,1787.72983111,619.052976616,197.717382152
Niger,NER,2000,1.00759328593,146.939002125,4.99271268538,12.0091547064,236.269503069,99.5283212929,1939.93180239,1478.75289218,758.887055517,876.474904238,982.636962974,117.348354071,292.445212423,418.329920019,576.855230827,518.477716439,2120.98512394,800.729916738,269.298508232
Niger,NER,2005,0.747502158385,170.826764535,7.9020332548,7.11770099606,306.249078187,122.243796783,2325.82435211,1705.74856759,869.258768894,993.452889637,1120.95017753,151.744785592,358.050232891,495.200005942,679.699033876,565.667010133,2500.45792914,1033.87895578,431.279632529
Niger,NER,2006,0.766240405279,177.798810086,8.3323162418,4.38888615285,326.988328911,126.374010968,2422.43764288,1783.37117603,895.050559508,1020.51387467,1153.25327591,153.198124014,375.192804475,518.178065136,708.742246602,583.591214127,2608.56528272,1092.11214487,471.853984422
Niger,NER,2010,0.739248376789,204.245958208,9.54766074123,0.248964816542,404.269570667,133.331458157,2791.19312676,2080.82950427,981.867495884,1108.04019384,1254.2081391,138.809909936,442.758407495,607.972775577,810.653722247,656.429859862,3002.83932924,1321.25812213,598.55686731
Niger,NER,2016,1.01429512149,276.941464726,12.9820169416,-1.18281129782,520.154924423,175.678108085,3640.36688008,3171.98576088,1195.0343665,1365.6105983,1521.39063057,147.179712642,603.562474478,827.890429242,1100.31466221,908.852850495,4154.08209155,1860.64180702,896.369690964
Nigeria,NGA,1990,2.35375467379,1464.9003295,46.1291314832,7155.31409833,6048.65188618,561.973291396,14413.4268107,11745.1131675,6337.93018293,6209.07245935,7335.41920806,606.764340798,2057.55055802,2957.99050217,3149.73098842,4149.16424437,15078.8274535,5327.52792885,2540.25239861
Nigeria,NGA,1995,1.7060207456,1682.04885911,98.7011826086,9314.47015583,6502.10711143,651.255563548,15923.7322702,13027.0210388,7214.72073825,6933.23328456,8292.43243686,1377.30704924,2465.91076062,3309.11438854,3445.52280415,4994.92718832,17681.7763062,6589.81040991,3995.58623221
Nigeria,NGA,2000,1.78622173125,1778.1468514,174.961804994,10296.7434939,6766.73960068,849.027026263,17475.365799,13947.4925344,8012.09432083,7775.24778095,9398.42720747,2373.01232118,3018.99927464,3792.42081432,3873.29322005,6094.70248301,21574.5366629,7787.59480393,5014.01273702
Nigeria,NGA,2005,2.09104134192,1851.32344387,213.822581118,8990.19002421,4120.51073214,918.656611747,17264.1873405,12993.799979,8065.41615757,7855.02911937,9407.68444195,2874.59193647,3165.4818787,3820.41997429,4071.38224007,6245.55238109,23066.1516743,8156.43858653,4811.66395277
Nigeria,NGA,2006,2.12516236712,1885.94718089,219.130371748,8708.71756169,3650.32091925,896.908889337,17334.3597107,12951.2916513,8063.33260056,7804.11357641,9330.66702531,2887.51248684,3171.58123765,3807.382108,4093.07949774,6242.59935906,23233.7267123,8217.22594313,4775.05277798
Nigeria,NGA,2010,2.06516963087,1987.57680186,219.39046568,7000.71636841,3082.97803721,870.072087195,16940.8269821,12416.8105633,7917.91659342,7359.58094054,8888.03342085,2567.38270304,3130.7430037,3649.66688143,4062.88260981,6077.5822926,23024.4261309,8288.2026405,4774.34342169
Nigeria,NGA,2016,1.989833867,2360.8911745,191.12053066,5949.77379909,3357.74630183,947.60838696,17153.0114551,18270.7067678,7896.76082332,6000.65946279,8375.97943172,1420.6098295,3592.70222592,4071.70335288,4434.25473623,7205.81659579,26827.3050585,9752.44405699,6154.35069546
North Africa and Middle East,,1990,31.0217160168,3555.09047278,421.557397591,4814.76363425,51180.8581582,17163.9700152,24128.1123987,50971.9318077,2034.23681154,2786.52353207,3527.3308481,754.27622768,30278.4745126,16677.7465811,26018.1240105,69170.3666156,168242.715759,107354.838754,68137.7217343
North Africa and Middle East,,1995,45.7702100702,3927.02838288,643.488688144,6063.15615658,62879.9850706,20092.3922193,25517.3782589,62279.9864778,2170.91993904,2521.84121454,3328.66993705,921.061983261,37935.9531183,21230.3410463,31184.3388515,87394.9937991,209962.544835,133148.21696,89956.208396
North Africa and Middle East,,2000,52.9390310359,4703.68888143,933.930990109,6790.37597794,69665.0094993,21325.8820571,23213.3971274,70764.8013323,2404.14208011,2348.75923352,3145.49025707,1014.14036402,42962.5068621,22499.1151575,32568.3700936,99146.9526091,236897.377961,156226.407727,107870.738586
North Africa and Middle East,,2005,19.1447157586,5983.47777389,1364.85663542,6991.00158778,77014.9212897,22832.3738343,19688.4575128,78706.5057706,2589.68143239,2274.53295426,3120.93413051,1121.69973778,49522.7673537,23829.3806213,34916.94844,114244.986463,270874.101924,186954.992431,129502.513153
North Africa and Middle East,,2006,16.932223529,6191.51593377,1441.31192882,6837.74700089,77788.7815783,22926.9450773,19223.6073058,80894.7064995,2610.81456945,2264.2304267,3122.6845785,1138.05121959,50327.430239,23879.798757,35111.2492495,116136.355,275137.189447,193158.226393,132705.288592
North Africa and Middle East,,2010,14.7752697467,6925.42097237,1852.63166833,6389.71667474,81727.021453,24606.7810324,17430.2021322,90049.9681574,2598.83510113,2128.47421529,3022.46538114,1181.91429244,54126.2241777,24152.151031,36002.4288413,123651.439826,294402.613806,220915.222056,148041.621631
North Africa and Middle East,,2016,18.4354103072,8224.15699416,2610.60835532,6229.52290655,89406.1531664,26342.0930414,16802.2899014,104141.55876,2482.62967669,1864.65099719,2821.26804865,1268.96279015,60988.1098586,25845.8422893,38473.7828347,141055.076041,331294.760788,258493.231564,175137.97915
North America,,1990,7.46248191918,11185.9516552,3971.97468383,-7539.80227193,240220.199374,12582.417597,660.462293417,70423.4681,390.763903744,68.9518060257,73.0935053501,2739.63856052,82826.6241671,59223.8170282,60474.7321624,217448.228417,409882.785769,194861.48514,143551.005759
North America,,1995,8.39727625501,13423.4057005,5114.61480377,-7436.57484941,272290.693497,13002.5921835,640.156929246,74205.9943462,467.508770789,103.671670164,112.260999328,2953.93867474,86672.4296753,62821.9372572,54691.6294071,221250.232703,436896.538969,211182.986263,170325.573495
North America,,2000,10.1688458249,16267.0838743,5892.93275823,-6210.91019462,296391.54592,12647.0223295,636.328472155,75416.5930457,518.755878815,262.945422881,218.66178034,2965.26233758,86882.9173677,64526.772789,46535.5648755,208611.510506,432980.159534,236504.919937,193861.344024
North America,,2005,9.16705007025,19675.5523315,6797.28121357,1352.42110664,295779.344771,10515.6016519,589.355876881,69470.9883572,601.288017229,618.870298365,329.406732998,2829.99568199,78374.2272644,58094.9163734,46963.0354697,176620.975417,386361.193654,255002.91377,202542.418699
North America,,2006,9.14004257652,20220.9955064,6982.89475276,2824.98835786,291198.318207,10177.4034244,575.885957706,66009.1987083,622.280273003,693.84043324,361.604549981,2824.7414236,76004.9101481,56436.7366007,47179.2610139,169675.424959,375763.211674,257068.131104,202302.811893
North America,,2010,8.72659208887,23137.7151453,8169.59051253,9019.28076113,282658.311464,9390.14113033,536.889030105,56419.5941434,686.235349432,808.215411623,443.779609918,2821.46788998,71051.829339,52618.8528133,49949.0183443,153222.052686,355997.826226,273302.257659,210829.951469
North America,,2016,10.870294021,26504.0275482,10330.5514291,10961.3102398,308059.465953,10091.7784328,550.145863583,65578.6819819,750.72121753,790.850696416,457.671431656,3046.93529746,78431.282887,56676.8270691,57764.0449598,167100.745243,395692.895088,292641.759664,243625.408326
North Korea,PRK,1990,1.30971162736,186.565063479,45.0669066357,820.045524145,11737.0526186,1080.40418207,7761.8851597,3806.86372682,25.5170126327,11.7727316926,12.3760694933,91.2579835644,812.222427837,499.011004308,2075.08645918,2268.69134985,8647.07644142,2623.13141031,698.016017236
North Korea,PRK,1995,2.79056296985,238.384230537,63.9356652656,1111.74457991,14495.4760079,1387.94104307,9595.82766203,4707.91916727,30.2326742011,13.5448153198,14.7514691864,117.186967944,1010.51700056,681.380772281,2581.232599,2829.65655817,10727.4250559,3375.38379518,886.517507903
North Korea,PRK,2000,2.38093106879,311.747825264,86.2586021284,1155.70293954,17010.773899,1800.51364932,12006.7009384,5857.39545648,44.5654572146,20.2867623126,22.9468732282,150.922212249,1334.72744834,1113.30032482,3468.77979065,3663.76666026,13858.9515872,4403.1777879,1136.0443614
