Entity,Code,Year,Iron deficiency (deaths),Low bone mineral density (deaths),Drug use (deaths),Alcohol use (deaths),Smoking (deaths),Secondhand smoke (deaths),Household air pollution (deaths),Outdoor air pollution (deaths),No access to handwashing facility (deaths),Poor sanitation (deaths),Unsafe water source (deaths),Unsafe sex (deaths),Low physical activity (deaths),Diet low in vegetables (deaths),Diet low in fruits (deaths),High cholesterol (deaths),High blood pressure (deaths),High blood sugar (deaths),High body-mass index (obesity) (deaths)
North Korea,PRK,2005,1.40839297616,403.079963819,123.966139373,1034.28768262,20490.4046702,2261.52582938,14794.6764639,7370.64293136,56.9795122245,26.5820995287,30.6767200208,193.624519444,1761.89320992,1570.17586139,4556.71465513,4754.99287264,17856.6113362,5743.60866657,1469.83213622
North Korea,PRK,2006,1.62031549684,425.473078453,135.421502013,1071.68127856,21403.0719245,2368.8645181,15386.1207143,7700.33121432,58.9065331486,27.3010794165,31.6258801098,201.973069815,1851.96242706,1675.82957202,4809.7631779,4970.60414569,18769.7435321,6083.42606765,1551.63722575
North Korea,PRK,2010,2.55116419827,518.269461877,192.941124624,1341.1420687,25825.1987222,2856.23161218,18344.0698705,9340.04018172,69.2251209751,31.3886974229,36.5735977082,239.250689613,2316.84201529,2245.89768791,6031.92803767,6049.80974302,23264.9097812,7741.25853074,1953.52369269
North Korea,PRK,2016,2.77177017435,704.694154252,288.876894622,1943.51743567,31481.7744973,3266.5187684,21562.8456594,12528.8681128,83.7312995007,35.7720931296,41.8497343715,292.743656544,3032.00098078,3000.04289075,7621.47510304,7873.45807783,29925.2681052,10115.3717163,2486.37026014
Northern Ireland,,1990,0.0640338183045,78.4454456743,9.01894045133,427.805023171,1972.54363957,154.534921668,51.8253834685,609.133639893,9.22633547271,0.0457807905993,0.260799791279,24.2552000528,563.847323582,498.736133059,508.589750963,1616.85102581,3109.14757226,813.268250883,958.580876387
Northern Ireland,,1995,0.0777222955998,71.7901396471,12.6190731065,458.348605054,1924.2904707,137.700076977,33.3215530124,586.213470257,9.18400557221,0.0564201143151,0.351981812786,21.057205732,553.936144236,482.267508456,509.053489435,1557.30349609,3016.39138513,814.758057747,1017.68144208
Northern Ireland,,2000,0.112766639367,82.7151834685,17.2249479319,509.022538866,1878.1014241,107.776542085,23.4277724205,530.16877581,8.32802770545,0.0997634378451,0.701810999233,20.2247418037,507.421854633,435.216622541,494.292267929,1380.19719697,2757.70575485,843.495161513,1006.65594947
Northern Ireland,,2005,0.168012870895,98.1472643213,22.4738677651,499.883480606,1772.9329243,78.228215385,16.051070754,441.851313475,6.91882430354,0.204306261914,1.50481751382,20.6327090726,431.330514405,355.205687663,437.463551421,1125.4832551,2331.90442493,826.461362598,932.165347051
Northern Ireland,,2006,0.18405903451,103.278764591,23.6220626604,500.70770956,1765.28484385,76.6587223864,15.1662575278,432.279291778,6.98508186678,0.246351130355,1.81624343208,20.4884694837,420.834932358,343.31834905,429.892607168,1090.95148267,2279.26865924,827.049591439,926.855990487
Northern Ireland,,2010,0.193222408185,113.844888927,28.618672435,502.899057679,1744.69069457,72.5864842391,11.6719450207,395.568259095,6.83712275048,0.25494501154,1.90427056155,19.7685856017,376.111791581,299.237315844,395.818135355,951.050402543,2053.46816065,810.79906651,897.012013668
Northern Ireland,,2016,0.229892000516,132.627235707,37.0294898649,582.562911954,1993.77341557,86.1338422506,9.75586256757,448.72661114,8.03097560963,0.235993487865,1.85022474171,20.3380003502,416.785295122,329.028443284,438.75541244,1049.03583111,2286.49258388,886.113414796,1066.69798595
Northern Mariana Islands,MNP,1990,0.000109900027877,0.292402490842,0.0118864474129,0.113271994723,5.06209495609,0.902070173515,1.22722656986,1.17445193349,0.0377631183787,0.0323402685618,0.0606249568158,0.143628497947,0.834111584877,0.89061831366,0.632110797868,2.10052924023,7.20192681734,7.43223175795,3.7455356096
Northern Mariana Islands,MNP,1995,0.000128175527188,0.337380450162,0.0164087118588,0.158963695962,5.84538321834,1.00566176934,1.09669799352,1.29399462552,0.0377349469868,0.0349338354205,0.0642552017184,0.15421327317,0.93863883661,0.937880390596,0.667737402977,2.2567725262,7.9780039872,8.74082018497,4.46203750726
Northern Mariana Islands,MNP,2000,0.000133728822781,0.407939409211,0.0208663681608,0.163384175677,5.83174857808,1.14312906906,0.938037812016,1.33044562645,0.0381489877174,0.0329459141077,0.0627750305706,0.159351797079,1.01708132168,0.936886750117,0.621154130955,2.28917535968,8.42013645036,9.96234422727,5.00452343615
Northern Mariana Islands,MNP,2005,0.000154618497402,0.557423708116,0.0297105915751,0.213673645758,6.2400694382,1.34685801942,0.898920426389,1.46018253242,0.0427218853294,0.0373230413023,0.0723956631447,0.157100341679,1.10312659558,0.969503630281,0.653787264993,2.39956673652,9.01387326653,11.8141705946,5.8339972447
Northern Mariana Islands,MNP,2006,0.000160669395933,0.57836858715,0.0303759852651,0.235643600731,6.29347264211,1.36959070382,0.895537108211,1.46846088421,0.043951682898,0.0387325817067,0.075417071721,0.16029901874,1.12850773114,1.00751124327,0.702954708053,2.46302664076,9.28932993279,12.1226807895,5.9223254533
Northern Mariana Islands,MNP,2010,0.000184338263088,0.654641072053,0.0343944834585,0.29038536957,6.64425877016,1.53593586321,0.900132673613,1.52387236072,0.0487058487613,0.0443433065116,0.0877090868052,0.184998619251,1.26959142542,1.20788790787,1.00330989701,2.77689417724,10.439463498,13.653144704,6.32379463221
Northern Mariana Islands,MNP,2016,0.000223693735392,0.728713161892,0.0459443810775,0.342733493427,7.75320565001,1.82316573128,0.846844840796,1.87484951752,0.0556584641374,0.0509233996444,0.10125150994,0.218753466714,1.4975940121,1.50295628718,1.5172781458,3.27358718421,12.2519973341,16.2480249318,6.99822531521
Norway,NOR,1990,0.285253380394,549.036305668,32.7063388584,-414.271063291,4342.11653725,432.045698956,121.505504494,1555.35801939,18.5312621179,3.08654778659,3.72459854445,88.2559882633,1675.49055937,1786.26411389,1294.37228388,5276.85030999,10075.1489755,3260.44051004,2128.39736716
Norway,NOR,1995,0.24444679661,560.227077257,42.8500733436,-384.862618705,4625.44899092,400.891475933,83.4835768927,1485.14315426,17.8123274549,3.30261990831,4.39810138467,87.5470705288,1656.36681663,1741.80535912,1238.88367608,5163.31527551,9353.52971831,3514.7883202,2219.82254092
Norway,NOR,2000,0.352445016025,656.151510534,54.3779818911,-182.593443449,4834.09174343,312.454767628,63.050532329,1360.01982599,16.4982297107,3.96749838329,6.20847400982,79.9692952533,1560.67904251,1585.85344446,1079.16324984,4726.21448967,8388.90806797,3594.868607,2243.48036864
Norway,NOR,2005,0.45593825403,619.213208695,62.4489797419,149.994528176,4587.10437812,241.946010762,45.9738277973,1077.55486481,17.7300056435,6.0979237027,11.8459801797,75.0476922802,1287.34772982,1255.26481117,853.575289604,3793.72884769,6961.13923008,3311.61216734,2184.43080986
Norway,NOR,2006,0.508495492645,623.610784521,64.1602979411,186.889865994,4550.23519589,235.933241904,43.5530725166,1059.55705577,18.3736529608,6.71919213446,13.4173485764,75.0229378791,1258.19946385,1217.71157289,825.794077965,3706.92711437,6836.86036551,3299.36967335,2215.03723038
Norway,NOR,2010,0.587109058758,661.164696843,74.1886500378,277.563724478,4520.5114125,211.829652962,34.8653965977,1007.74945229,20.7393996203,8.20268088075,18.4754144817,70.5154049486,1153.24817496,1078.50979027,704.827958603,3354.81847016,6325.4353551,3197.575328,2267.36760182
Norway,NOR,2016,0.708163495067,685.170158543,87.8066912542,329.808105396,4119.17598288,203.935770649,25.7772491706,861.327544024,20.3845818228,6.69768529303,17.6712299351,66.7114586332,1098.28931516,1013.76326214,630.757312843,3161.04528163,6067.69069974,3029.16175194,2367.93988536
Oceania,,1990,17.567012033,30.7970517831,2.80147253851,238.672824141,1507.01500733,301.691620617,1541.77115538,449.529628758,264.937256098,467.39092632,547.443554177,38.5531701886,271.315764934,399.987205474,489.216518259,609.264956802,2052.70354495,2005.052804,882.469139984
Oceania,,1995,18.7841835546,37.5090378345,3.46364886302,297.49435648,1726.17798804,351.069980316,1701.90220664,518.619277973,284.341068295,512.253229111,601.250304844,46.0202767239,327.762371404,466.112804094,574.391215469,744.421952757,2441.92427992,2515.52949544,1140.61656946
Oceania,,2000,19.4445566128,46.2810040332,4.14027202829,305.005288013,1927.71912824,429.267512793,1873.61718769,611.805818448,315.511548422,557.303449142,655.70089804,54.0897668398,398.503262485,550.940622353,673.597118808,907.174242118,2908.93589077,3152.61539954,1415.88314688
Oceania,,2005,20.9456196674,58.6599784551,5.06237639172,303.774809343,2214.68961949,531.17853343,2149.54017823,680.196592502,347.709521845,598.360945944,706.826587961,67.7430896781,487.909135236,664.98001234,812.865167149,1111.9436902,3525.34659678,3971.55826,1768.6423237
Oceania,,2006,21.26048063,61.548118486,5.24814142958,306.568196625,2280.44070145,553.887323878,2215.12483193,682.588273347,352.477262954,604.160926875,714.625627095,69.4259838855,507.452196302,691.991013103,844.236902953,1161.40381634,3673.25449167,4144.11639197,1838.14394846
Oceania,,2010,21.8542121645,72.3956802849,6.04425849035,319.357258822,2511.23809769,638.096948256,2421.64775103,680.396538226,356.198059045,603.660147516,720.719955365,70.585417046,585.605787864,787.838839663,950.923027289,1348.46668803,4215.92987557,4845.34245734,2138.53099582
Oceania,,2016,24.5431807342,90.8659735355,7.89049185933,381.431221575,2873.22193881,762.914877313,2644.89907701,949.163477771,326.974609286,540.376107154,659.215276106,84.7113298782,709.739427344,928.043127743,1105.11839041,1649.98452797,5063.41755876,6045.79551536,2709.61821942
Oman,OMN,1990,0.100173636072,19.0143155934,0.766238666156,-6.54488499103,91.8707784343,54.0037677565,179.695298986,191.930413907,17.2852867946,7.47252356445,11.9341137234,2.71887061626,95.6141766159,63.6401106119,52.0897076577,254.689611637,500.191271694,381.271424592,98.4711994566
Oman,OMN,1995,0.118280263091,23.2758230016,0.977052374352,-8.93833527405,102.871507375,58.7830747024,141.596556199,213.493220402,14.1615512103,3.07823734735,7.42902023921,3.1006931353,113.200018234,72.8562135681,51.5917345995,315.288272578,584.25142414,495.016400074,149.94687482
Oman,OMN,2000,0.111320646569,28.363315483,1.1830279905,-9.8361162588,115.64197787,70.9771442073,102.459103507,237.363827115,12.5191667702,1.42643891509,5.40872836575,3.26592560019,130.630593175,79.4033440737,40.4121893547,364.776017769,676.497966026,612.764750335,222.945696604
Oman,OMN,2005,0.12268273088,32.2527311911,1.41969830366,-7.70780825069,93.5361359853,80.1467987657,40.8029872768,242.413542306,10.0860988328,1.03213391306,4.55177378244,3.06078895218,143.509005228,91.3203409949,23.6109721347,387.739129823,762.843145544,745.291561678,330.598136717
Oman,OMN,2006,0.133365894759,32.5276308726,1.49315483806,-7.21476489979,94.9149203214,82.185271756,34.2749200515,246.485091757,9.53158292392,0.994092425789,4.40223096577,3.06406405144,146.13474497,93.0316974941,20.8827321099,394.017571856,784.041444055,777.293522334,356.029258661
Oman,OMN,2010,0.139064480468,41.7494321845,2.19797707897,-5.93358242756,122.033862355,98.8474948854,19.0171581801,296.372665773,8.2499274001,1.02958363132,4.45106306322,3.71517738273,177.174227849,108.708808102,15.5620497651,472.361366097,998.623867765,1031.42927897,534.409540961
Oman,OMN,2016,0.227336648214,53.0100015785,3.90398650958,-4.64862241254,191.128414371,115.280995619,8.80774989685,437.552785237,8.0748960063,1.18510666403,4.63615172401,4.40498797815,236.254637948,146.366596463,23.0846447839,640.289706521,1321.6118772,1340.69049584,798.592935427
Pakistan,PAK,1990,62.7919415513,1328.0495751,63.5398204319,453.654886062,22096.0845425,5410.08978835,28093.396607,21535.4978133,8717.84272454,16090.8778215,19142.0830091,270.248356835,8401.55748513,11510.1798787,12481.5039056,13795.5566109,50429.60851,21696.785905,6395.1184149
Pakistan,PAK,1995,74.1199379115,1824.91181572,90.2921091455,659.900017776,30569.7005584,7631.03253644,35885.0103015,29345.6112283,8087.06264934,14060.1147426,17539.4708217,351.215042465,11792.3806489,15760.0289714,17180.6382162,20252.5855753,70677.290888,33335.3879761,9963.94696702
Pakistan,PAK,2000,95.0773585947,2246.96146969,115.05365055,802.509735448,38644.8584602,9491.27055841,40496.0715634,35807.3143691,7284.22136217,11866.7239444,15747.9965568,418.735907719,14590.0373918,19310.9680216,20883.4905848,26314.0028451,86785.2609658,44274.0683696,14135.990931
Pakistan,PAK,2005,108.032827152,3935.98602719,146.803560207,785.591704206,43555.5695834,10917.516938,43243.5341382,39605.5217014,6250.70158502,10015.1668839,13879.7927384,468.30456196,17199.8965567,22629.5906185,24409.4870832,31656.2182647,101497.326712,61563.7876105,23009.7302743
Pakistan,PAK,2006,110.689635336,2718.39423215,154.11067907,763.584368079,43476.8575369,11144.5473538,43318.7135978,40078.6391758,6064.91726627,9632.28198007,13445.4667262,471.2497541,17509.7477718,23005.4208305,24765.9167886,32271.7400054,103206.38885,63478.7920442,24278.3212715
Pakistan,PAK,2010,121.348113445,3062.12891417,191.159628936,725.501184097,43995.1364942,12028.945733,46028.410623,42662.445879,5809.21955424,8543.6254814,12337.0207811,508.076290855,19213.7086587,24933.929898,26887.6304247,35487.3161549,112232.437749,74764.3371218,30341.7639656
Pakistan,PAK,2016,108.128403288,3541.58617213,271.479128658,864.652527285,46103.2189489,14214.003368,43467.7661435,51439.3203997,5619.77040596,7127.23075675,11851.8590602,573.968819478,22106.1063152,28166.8466742,30284.4897305,42288.1704977,129000.205304,95645.7451049,37811.5448444
Palestine,PSE,1990,5.78170092734,6.21517717837,9.57892812675,-0.532060640659,235.524406267,55.7433395438,25.7475880951,155.373185426,7.14499708196,3.15862657325,6.15610800157,1.57001233646,114.889915041,126.575909481,155.78084634,299.076446161,644.277306704,486.633128931,301.464221434
Palestine,PSE,1995,8.52236376825,8.14603110854,13.3477279207,-1.81431056012,306.898429566,77.6272016261,24.4462486989,201.053921732,7.49766596497,2.6185810425,5.91344894155,2.01895533307,151.869780656,160.053239247,201.142916361,396.025160443,844.994542136,719.807253004,428.407703899
Palestine,PSE,2000,11.6229767896,10.1342267665,20.4329577964,-7.83935291149,453.421527312,105.733055147,24.817297546,284.102385689,8.45543870999,1.75082946726,5.18849007069,2.5410525397,218.746377449,215.635821421,277.101036623,563.549661417,1197.9917443,1105.49231255,658.169140148
Palestine,PSE,2005,0.274237396731,12.7723679863,29.7779782707,-13.4121680588,545.011398087,110.12049998,20.4373849038,329.057158523,9.33756099077,1.61978791875,5.01483064933,2.39200464938,273.713113901,269.518568172,335.339842117,687.877788637,1512.38629028,1375.30302148,821.273762675
Palestine,PSE,2006,0.163993301459,13.7156370312,31.6548515672,-14.2482858969,555.856123324,113.274282562,19.4953837854,340.909285313,10.0792735,1.78827129681,5.22153143537,2.44295995842,285.808177865,278.927416193,347.379578865,710.188954665,1566.45638443,1421.13223734,847.132232385
Palestine,PSE,2010,0.0626322460738,19.7273740647,42.7835359992,-18.4274527107,677.11711711,141.413406955,17.8254450694,436.504600982,17.2300153588,3.24977951196,6.95217050647,3.01034360093,390.978360363,346.954583991,435.861769481,882.584251664,1938.99024639,1825.09803216,1037.76692163
Palestine,PSE,2016,0.0759420032712,30.3343359151,65.6193469072,-28.1792637834,941.385012693,200.098916117,14.0215907495,609.987527759,22.4337354904,3.43211948137,8.59313697238,3.94212328689,571.512421087,464.413736745,595.492736085,1273.3482721,2662.59628651,2838.19346265,1537.33976941
Panama,PAN,1990,0.0150574686696,40.7799064036,5.02194833295,216.588112665,381.833934525,71.2843240046,227.767153936,251.998916907,13.8779875101,18.116546434,18.6576225015,32.7429617374,167.152744331,280.451234497,211.024684258,540.058993611,1209.34893448,647.65900514,218.55317445
Panama,PAN,1995,0.0207300376136,50.7199428984,6.71774125363,260.743748006,461.320614427,79.1742259603,225.039368147,279.338707373,12.330718098,14.4516619097,14.5004204182,39.8676444323,182.357601729,293.959301341,238.593720638,558.500309091,1353.85946104,837.473402409,289.711545192
Panama,PAN,2000,0.0270559699864,51.407271839,9.89411978354,281.339672472,466.654862842,78.3693446459,181.74290684,281.168779554,11.3662425879,13.693041722,14.0198859638,49.1176079192,164.736733267,265.586124686,227.221862527,499.831144946,1327.48538784,941.241935249,344.373310923
Panama,PAN,2005,0.0223855218681,53.4550776966,15.1997483594,337.7306827,536.98272071,73.0270652528,199.026669599,302.629055789,15.2181685405,16.3134274968,18.1438528827,52.4123700996,191.21687411,304.709607241,256.159903648,588.328838099,1584.99655156,1163.08707018,443.126425888
Panama,PAN,2006,0.0237746200222,55.9580548481,16.5262964495,351.184397246,524.873705744,72.3322649614,200.04301476,296.398264597,15.7976863128,16.1669045675,18.1237620779,53.6855663762,195.746384422,311.438782453,259.256489039,604.158258588,1633.40940129,1205.57788661,464.834767895
Panama,PAN,2010,0.0401488188054,62.4656079239,25.1017254629,419.987611698,469.543152664,77.5585464308,193.001656699,280.602606886,19.3946708088,19.8635830395,22.961601037,54.1355697704,222.99455803,346.333352232,266.954271057,692.898213528,1853.49809272,1397.14427545,581.723537991
