Entity,Code,Year,Iron deficiency (deaths),Low bone mineral density (deaths),Drug use (deaths),Alcohol use (deaths),No access to handwashing facility (deaths),Unsafe water source (deaths),Poor sanitation (deaths),Smoking (deaths),Secondhand smoke (deaths),Low physical activity (deaths),Diet low in fruits (deaths),Diet low in vegetables (deaths),Unsafe sex (deaths),High body-mass index (obesity) (deaths),Household air pollution (deaths),Outdoor air pollution (deaths),High total cholesterol (deaths),High blood pressure (deaths),High blood sugar (deaths)
Kiribati,KIR,2000,0.440962872196,0.12440413429,2.1865507078,9.96082250068,1.75707732103,3.37816967328,2.80864406195,36.4977183688,2.53340964382,3.14574734537,17.7415263124,12.378940949,1.79537570954,47.4264103888,22.1340763853,2.30885877285,16.9968192459,25.4302928561,36.8296768105
Kiribati,KIR,2005,0.433671605995,0.148783950828,2.62373974876,10.6592858672,1.57963921575,2.99913284298,2.40307994474,41.0421837906,2.66115263253,3.49927201019,18.8715044667,12.9372565171,1.90276279429,54.7041473765,22.8388840963,2.16581103707,18.5847559755,27.6908991497,42.7850288901
Kiribati,KIR,2006,0.434499612883,0.155064799667,2.73941810021,11.0562421058,1.56834935514,2.97590762179,2.36267241816,42.4094518882,2.81303607078,3.59408351794,19.331080397,13.2904186601,1.93419179919,56.056216433,23.3539885691,1.61343382803,19.1920271067,28.6014215771,43.7724311851
Kiribati,KIR,2010,0.416079745441,0.174927457918,3.17725236384,11.7636535281,1.52094356785,2.94202976729,2.24737262647,45.8213834177,3.49093949463,3.96185323792,20.843292025,14.4919677807,1.97295382002,59.9244167784,24.7090951609,1.210794022,21.2283941585,31.5902722234,47.0213111045
Kiribati,KIR,2016,0.384170985632,0.173162623284,3.7673712923,12.7844402086,1.36891938427,2.78523688754,2.01582838418,44.0561108438,4.10765435908,4.20247703154,21.9393999287,15.3587519846,1.90224309995,62.1265470583,24.2152758981,2.3083161969,22.6441055661,33.7160342077,49.0322091862
Kuwait,KWT,1990,0.311093130012,4.42621596133,16.1572668526,4.65617580012,0.748186504715,0.585507935013,0.269503725153,121.835013032,16.5077858667,27.8013541743,59.7322078953,20.3898821449,6.86581229906,195.812446032,18.0419984973,98.5301193758,171.345141639,157.296313219,71.0614222021
Kuwait,KWT,1995,0.35889540622,3.81462807099,20.9722384909,4.4170690436,0.681654902191,0.216785370503,0.0995473317017,131.746354138,15.4838256819,30.3274153885,63.6662941494,14.3901897972,5.87694243311,206.609201288,10.84845225,106.091025114,189.588800979,159.71361985,75.9355362842
Kuwait,KWT,2000,0.314956320474,4.74602668003,27.2204389436,5.56210884681,0.719856335851,0.21801719548,0.0857814220484,154.059717636,17.2512561292,36.5776291996,76.5601514957,11.8631415959,5.02588491181,257.931622563,7.40069626464,124.527712682,226.580353987,200.994836827,98.2434260148
Kuwait,KWT,2005,0.328361653123,6.23138892822,32.5744441351,6.36158326105,0.941797276944,0.284876513533,0.103304786872,196.325046759,19.9991508213,46.3315637419,105.739308926,20.6100105727,7.50503695067,319.298565581,3.42980211309,158.101046337,283.819006578,258.336882459,120.195361646
Kuwait,KWT,2006,0.313703981463,6.31902864959,34.138217126,6.7492289419,0.99884256905,0.266372205902,0.0952465142369,206.821786023,21.1926611523,48.7614661578,110.440190919,21.9610555335,6.70513530527,335.077089359,3.0743607598,170.824826133,299.171754271,272.027851989,123.793881892
Kuwait,KWT,2010,0.408788863935,6.07329063291,38.6326631766,6.94643401647,1.08513863385,0.299423414812,0.104910114691,212.926699372,23.6491917843,50.6759531102,114.50903717,29.4449423753,7.13187985964,343.514241782,1.75627356489,197.35265708,310.561662735,281.347634286,122.003929002
Kuwait,KWT,2016,0.3852981534,7.84527900227,52.2034587371,8.82545893789,1.22504770101,0.318276482435,0.113283221517,263.15959475,25.9838817999,60.354384498,130.89091046,44.3478921373,8.21356233615,409.776650053,0.936521476248,236.230185266,374.146915147,331.280094991,132.475094518
Kyrgyzstan,KGZ,1990,6.07140117086,7.63851374616,235.552939859,1009.38797281,7.45867040914,7.67965320497,7.71428814594,548.371238173,36.2260407268,37.890097193,289.623400873,177.421862793,47.4406157466,332.301942015,266.416858659,194.019669765,328.105572824,416.372268626,114.430819636
Kyrgyzstan,KGZ,1995,5.57691088925,10.1613002345,416.987213014,1426.36351775,10.3477951752,10.7837213009,10.6599954049,983.06614685,63.9564274567,70.9079776442,540.913502267,319.430125815,82.8579571533,635.759360127,435.49024329,327.855705934,628.287458946,783.964018254,216.266316034
Kyrgyzstan,KGZ,2000,3.76641291227,10.2478999736,421.939167936,1555.58093057,9.43390024108,8.63960219382,8.2898941502,906.319358954,58.6555163769,65.8067040568,510.95806655,230.7122945,127.135178543,615.340182981,388.324829857,304.676900905,580.325222068,789.840628793,227.219268127
Kyrgyzstan,KGZ,2005,4.32321661909,14.3583005435,442.696486764,1814.50806102,7.43535250027,6.44949325507,6.50017583274,937.087639967,61.0768521961,71.8359342915,525.689778189,168.015792426,131.290339214,669.788600149,383.824492174,321.003032671,631.75796472,858.503294894,261.372539526
Kyrgyzstan,KGZ,2006,4.42903306482,15.2581714768,458.677625742,1868.21841045,7.22454801742,6.43126668861,6.56333043441,967.441409368,62.1722212726,74.6582627931,537.70642103,165.914013618,135.425189523,692.934860065,381.794281402,332.154645715,658.223281305,882.705626494,271.353193906
Kyrgyzstan,KGZ,2010,4.93312441954,14.6267059773,419.015584235,1619.53095845,5.38303035026,5.4923032232,5.83178741613,786.994852276,47.1723227089,64.4471234668,435.289485716,122.600279,129.646680573,594.776169966,267.260430348,280.829169608,568.057229514,723.608328261,230.001357957
Kyrgyzstan,KGZ,2016,4.28993160376,12.0181640411,378.854887464,1333.93158698,3.70243454266,4.44813712644,4.9298309498,636.61468571,34.8913199061,51.9422038406,339.648100214,102.641155455,132.146968352,496.341369326,168.135706014,232.622053639,459.227844837,577.152328705,186.141996133
Laos,LAO,1990,78.7760966883,6.81528655175,46.4422238615,925.371463184,69.0626030613,123.803242521,124.06622239,954.220213535,79.131690417,46.1615420142,421.024263795,334.846552327,74.8425805001,189.645956414,657.48060227,328.522931508,452.718435849,712.299547223,424.902177113
Laos,LAO,1995,74.5452471113,8.63020277141,57.2448096481,1012.040156,68.8075525583,123.70705616,124.028325945,1074.36570086,89.327546368,53.7952154779,491.211647268,372.016683254,87.4338927068,232.619668944,745.088606049,382.339663565,528.135579875,826.206500775,512.396387971
Laos,LAO,2000,67.1918887757,10.7519402819,69.6822339866,1058.92603221,60.0584186593,95.8189426916,94.0862171288,1176.0876942,95.3289381938,60.2098087738,532.812553434,351.618641099,120.57260392,305.095585354,790.921072435,416.104283795,579.968092596,936.745230435,597.577259797
Laos,LAO,2005,46.8432209483,11.7544367206,80.5845058474,962.727165827,52.3218723401,71.9970419872,68.0301959469,1204.73913559,100.225304954,63.9479995946,533.537804778,303.788581001,226.199954898,522.986452054,796.430791307,447.36537627,607.747692525,986.195648878,646.182233798
Laos,LAO,2006,45.472638624,12.0284493759,84.3737134651,945.401395232,51.6404678087,69.1920483451,65.1860359437,1214.54429798,99.4250559156,64.7918407135,535.241401936,298.58344751,252.071528237,567.123329066,801.035098362,449.475777057,614.935054793,997.148791705,652.761711558
Laos,LAO,2010,38.1565287589,12.6336444968,99.8048384214,882.382410614,46.8574702558,56.927343199,53.3210924059,1175.9932159,96.8294270121,65.9946767796,512.601760645,264.577144883,338.430672112,683.843829216,783.134271112,438.456997977,613.614401358,995.600552372,652.087900291
Laos,LAO,2016,28.7800026949,13.5099707287,122.680072346,852.623856598,37.687652434,42.7526391504,39.3538294715,1122.93190976,94.7683071245,68.9049560142,485.587845053,229.405560083,385.398416667,772.457847055,749.606279763,438.836785889,623.940557664,999.678629702,665.587889049
Latin America and Caribbean,,1990,726.621096287,1022.25534629,6407.0339578,68859.6387722,2275.5147997,3218.34991444,2568.23353653,34346.3478424,3554.6633221,3763.46457737,14960.641211,15015.0654536,17767.5085447,32475.8939606,13085.5378075,14613.4011334,23256.5451192,30332.6940139,19703.6368695
Latin America and Caribbean,,1995,680.537057156,1138.30809004,8776.46473422,78176.1657715,1992.23371457,2499.80038962,2076.95895959,36312.8658817,3760.82167181,3956.6096949,15286.7334798,15223.855961,36582.6610249,37233.0621151,11509.8545034,15631.4203104,24482.3382688,32517.9905447,22261.6793417
Latin America and Caribbean,,2000,537.80480168,1200.13440435,10359.3818636,82512.2506328,1644.27417783,1809.32822462,1479.46596073,35244.5229976,3705.69384118,3952.5570109,14251.1607549,14160.4866043,41205.4613801,40147.6531877,9147.73290764,15723.200588,24078.187994,33525.849468,23363.9993865
Latin America and Caribbean,,2005,474.443007521,1280.80434886,11061.0349055,83490.3404528,1461.08670511,1509.29749768,1207.73455087,32004.2088913,3626.77345783,3944.92179063,13670.5538904,13381.0378943,44370.7679283,42098.1222389,7937.36660602,14695.0888454,23874.0646961,33835.8352011,24505.2099029
Latin America and Caribbean,,2006,456.126931797,1299.18294031,11131.1817361,83708.5939439,1439.27543214,1463.80239461,1169.71026371,31326.771055,3618.96260907,3970.1887437,13636.4385947,13372.004024,43823.9263213,42721.8122437,7745.02709451,14369.9225945,24082.2626596,34136.5704612,24863.9779698
Latin America and Caribbean,,2010,414.999405401,2520.13817578,12279.1628327,86156.7353718,1437.89577134,1429.66715387,1149.25187916,28848.2277455,3745.76076857,4164.53801416,13361.8449545,13425.9431685,39743.7752829,47004.3540803,7007.55516202,13331.9925552,25157.9107902,35646.6940993,27412.0284098
Latin America and Caribbean,,2016,366.262335253,1409.48525263,13685.4913923,85674.8347167,1263.18208238,1176.22633961,927.883178389,24358.2568894,4274.05746554,4159.85515822,12589.1137015,13014.3934542,33717.0855694,49455.1596936,5349.66711326,13476.0684311,25004.5914475,35891.1231884,29607.5019324
Latvia,LVA,1990,1.32765186922,12.5659031391,202.185549131,879.109701001,1.65711543604,1.03003815453,0.72994358893,530.376438911,18.1454813181,37.3007008294,186.050067047,131.135111239,34.2918777402,288.721392731,55.8261451467,197.211909877,420.23509321,517.440869885,104.304208975
Latvia,LVA,1995,1.04293826913,16.852948115,237.18700696,1164.44750081,2.7622691937,1.26492295204,0.872592578336,808.076684815,28.393806077,57.7017578122,295.197681937,220.356772276,53.4469993104,447.44763401,79.2389055211,269.916262861,653.271441668,785.996342158,163.932410403
Latvia,LVA,2000,0.361044314363,11.8547241214,166.233307151,864.417905258,1.95862854188,0.718070871357,0.49332662519,481.151099271,17.4210988844,30.673172848,174.994900174,120.026247221,41.2763878311,260.100895213,41.9738641644,140.459728386,330.082233154,472.145765294,97.778266725
Latvia,LVA,2005,0.245636255853,10.5037994447,145.033687718,864.647638937,1.77458833346,0.351115269436,0.236748090382,480.898926371,16.2280806393,29.4214285799,165.220780163,106.198203281,43.118551238,266.37981081,39.3905526944,131.522705357,307.077091654,470.252916232,97.9607264386
Latvia,LVA,2006,0.268408603914,10.4391782493,151.838913938,903.699382753,1.79253172259,0.354897236315,0.239716649661,502.593337781,17.2148015451,31.1479744819,172.715087071,109.883433866,48.0790097508,286.733109556,39.971650793,138.445548126,324.075830953,491.031337095,105.301127718
Latvia,LVA,2010,0.269522209248,6.38660684855,132.861411723,720.313606423,1.1245294463,0.280711773439,0.194706168922,324.946626622,11.1876287941,20.1693509197,108.481833912,61.5453192822,59.4070825546,196.701817729,22.9685477304,89.6236311564,203.14773477,287.393224139,75.2512511318
Latvia,LVA,2016,0.18978744798,4.7888289139,112.349671433,566.109332455,0.818599136372,0.227594438009,0.161890135939,223.046395397,7.64263564831,13.7847847557,72.1521604628,36.9268528351,55.1338538472,139.65171253,13.2670635352,54.6325695205,135.354193943,197.739234252,56.1997007996
Lebanon,LBN,1990,2.0475521001,4.62288563112,33.5725867071,141.339188009,2.08026215089,3.76120827059,2.15792417755,400.664465652,45.1809728999,57.3889442255,50.7724115596,7.53230697425,23.9026364931,337.689902829,0.247310599684,165.215601403,374.149672714,403.131416295,157.626918565
Lebanon,LBN,1995,1.67373851765,3.74695113083,38.5557358019,109.183420602,1.88805787738,3.60172063813,1.66131990582,336.332456232,40.6056095128,48.8847342791,47.484891826,2.8045319752,31.254661421,317.100079951,0.12063251793,139.522600951,315.792562274,316.425769902,135.929918077
Lebanon,LBN,2000,1.10346488058,3.24660242672,39.6625918231,72.9663199259,2.02089479402,3.30226505164,0.999714239865,283.441293097,28.0327052942,38.4867268123,51.5277710259,4.05334928641,33.1217217163,259.31592366,0.054383034742,111.548130118,247.41341703,226.359820848,109.270511642
Lebanon,LBN,2005,0.828425003726,3.62374859063,44.5368041104,63.2500948183,2.26183682283,3.14038135323,0.78619623113,318.574696177,21.1329339773,38.2360543134,66.8457294691,13.1775333645,28.8840106257,250.210613242,0.0297514347098,107.554546404,246.157748226,230.01411821,105.316048868
Lebanon,LBN,2006,0.789705348273,3.63107332278,45.1694624778,63.2941179388,2.22839738442,3.06620951291,0.754854677581,320.405792179,20.395747263,37.9046984391,68.812843536,14.9782557099,28.2702674494,250.076253385,0.0265930150343,107.844010912,244.94974952,231.287261689,104.722148537
Lebanon,LBN,2010,0.648347900897,4.92654931082,46.9524877083,70.1414303187,1.90089190794,2.65678275845,0.640087448367,307.360057691,18.0077431138,35.7485204663,66.4788948452,16.4862728912,24.9057869388,244.11589645,0.0164529099537,105.538576277,230.67632153,222.831828191,99.7758955325
Lebanon,LBN,2016,0.729668634351,4.1263659398,64.3328467496,91.4511693683,1.90242972248,2.72922915114,0.673260617105,367.712883657,23.0102850269,44.2608316352,85.1556583478,23.722548572,29.8122292333,320.535630071,0.0117691496301,138.122050859,284.601653122,288.621627256,128.300813872
Lesotho,LSO,1990,4.62275104741,3.65840841836,36.5787867849,532.44109117,183.708025975,264.340915586,232.204006127,131.096374357,28.4562670922,5.07072719022,54.4956615304,31.5136525135,212.310144206,75.950869489,122.208066793,62.1853347301,16.8481642496,97.7642933644,81.0866153006
Lesotho,LSO,1995,5.06426801889,4.75489965822,66.99687316,641.978548557,198.92817998,282.545045142,249.334706718,165.595453721,31.9093673732,6.34936504527,65.8242441001,37.6840914504,1818.93721594,98.3659278916,140.765691822,74.6722463455,21.0986347095,118.102584828,101.989820509
Lesotho,LSO,2000,7.89768725357,7.11632192694,150.509839363,994.745261931,223.626157748,307.978707474,273.120139125,247.702631163,43.9398682228,10.0674491906,97.8328136917,56.6842714846,6480.53787656,163.475701208,190.058594737,105.463448658,34.4624687512,177.435949254,175.941137883
Lesotho,LSO,2005,9.67670164353,8.02172397837,224.054926803,1403.66544272,219.442310973,292.213183111,258.450381844,323.887363759,48.3262034067,12.4247966015,117.032283274,67.4458114882,10627.371925,208.086972559,206.420263332,116.853496599,42.9880216138,209.432057438,263.888461342
Lesotho,LSO,2006,9.1842093247,8.10818933165,227.65736502,1462.07197368,218.018800717,288.315640759,254.516742425,337.896419064,46.9655213789,12.5405089601,117.699693282,67.598970761,10753.2137272,208.221306575,205.901472491,115.668043822,42.8882365369,209.144073623,272.91983302
Lesotho,LSO,2010,9.07998140281,7.98172734041,199.636008245,1549.34719956,216.372508835,278.414817531,244.368067216,359.590612185,48.188964762,13.4860511544,124.631534182,70.6712960275,8765.88267819,237.908120499,208.548087055,112.810403354,44.3574995712,218.432992318,299.58329475
Lesotho,LSO,2016,6.83902751948,9.63605290151,202.879138475,1677.13519404,203.935035615,248.823527819,219.516647584,467.966552091,43.8234783034,15.9588029415,143.572089568,79.8287131833,8394.2403542,289.655053479,205.304719835,140.568754789,53.4917893186,248.230682761,362.501677144
Liberia,LBR,1990,33.4092870809,2.22817295198,10.5549328466,439.496883324,128.931906641,174.628108679,149.457026062,87.131116711,12.7947102297,8.58589495617,65.4299658934,48.2805168236,162.786807882,112.369023973,167.706597555,41.6995702813,49.1416881662,157.987187917,69.7656242442
Liberia,LBR,1995,33.2210223721,1.96560507965,21.9104147565,438.720658988,146.202325536,205.922064061,177.227959036,82.3965295431,12.3529334737,8.61300852531,62.2731102869,47.4590258808,534.078195999,100.874726944,165.171683517,40.2397309802,49.2867113083,146.624551375,70.6360411335
Liberia,LBR,2000,45.0636715398,2.81524980975,57.2315463026,537.891309911,224.493923338,320.75730613,277.008290838,122.676032312,17.1341691478,13.4324627876,94.0539396956,72.7030790084,1431.90106671,147.135415136,242.846663658,60.8734153472,78.2807520316,221.964016296,103.270969211
Liberia,LBR,2005,44.1644200738,3.07926345528,84.2046413594,482.308519379,227.613618286,323.931430169,275.908033886,130.910481617,17.6587191978,15.2540572145,108.799704637,83.0833774338,1987.1082124,196.723619893,257.48960444,61.4743548455,91.4919708351,256.923787104,112.169744573
Liberia,LBR,2006,43.8209619391,3.23420722082,87.6089790037,485.64880711,234.95132092,333.963884854,283.495986308,137.365664336,18.5214980659,16.1126839067,115.601046832,88.0989275806,2028.60548283,215.649213932,269.290121693,64.590629256,96.8906021146,272.176822645,117.948290422
Liberia,LBR,2010,50.4482789044,3.99624462764,89.7632305527,511.156013981,256.437430515,361.6119775,299.673175192,162.213721321,21.8245859348,19.6095243569,139.520798861,105.832973842,1890.33131889,308.531202287,310.268071811,75.8466592478,116.691477928,329.810571931,141.467203885
Liberia,LBR,2016,45.4165637141,4.76123380606,81.7564918419,535.306024028,263.825006528,366.607966177,294.202592713,159.916705529,21.9287180589,22.6452025043,154.716466531,119.200713188,1417.67970549,371.945500346,341.333267627,129.703327563,133.353467578,379.568599269,163.883581124
Libya,LBY,1990,2.43434492439,11.7765930586,43.6813962936,12.4451869226,3.4159882992,6.27405029472,5.87435081765,240.272171476,43.6949235824,46.9562201323,110.4470411,46.877315113,13.3713019124,393.69894662,21.5495451822,196.500574795,279.69484653,357.270491702,182.443525879
Libya,LBY,1995,2.40005573412,13.7621038476,54.887876714,14.2120816108,3.11779406501,4.70021340066,4.38978693835,271.180642064,48.7879568882,52.4793355138,128.51456492,59.3696111705,17.3398694219,449.840564069,17.6083432577,218.423609835,308.799199473,410.349590651,208.491873003
Libya,LBY,2000,2.47739971764,16.9756543332,72.0314786943,17.3049902063,3.3882136602,3.89671590979,3.59435174349,337.608812212,58.1061115965,65.3525674716,165.05164062,83.7030314853,24.4561574617,564.522567503,14.064877819,269.035472571,385.353197726,546.580901301,258.941262257
Libya,LBY,2005,2.39343200801,17.3418137606,90.6314603756,20.1464861991,3.48709152899,3.31922627902,2.88876305894,387.919470532,63.8050790535,75.719067335,193.460416684,104.090436795,34.338793067,659.187105957,8.09293037148,305.829945318,448.906260539,659.941051619,298.525124144
Libya,LBY,2006,2.32026765395,17.686429531,94.1949358737,20.0070206345,3.43179277014,3.20374153607,2.72427458911,398.504849701,64.3352095439,76.8218732212,194.317504521,104.302982101,36.3713320944,672.12634109,7.05996675169,314.129944268,457.127803091,672.205113258,305.328818315
Libya,LBY,2010,2.19097750869,20.7360713378,107.062414629,22.5001473456,3.15874647836,2.79695392898,2.06811936607,436.485202497,64.1767705668,80.3789108485,189.62141104,99.3281344633,43.5359941062,711.904083766,3.81430581558,341.874800088,476.900989184,697.000923047,330.14889819
Libya,LBY,2016,1.70765097398,24.3273629789,121.818204915,24.6319500606,3.03669377121,2.71764128808,1.78983161237,534.217423697,71.7958362429,95.9329688988,242.155720566,142.125923897,49.7402404791,817.395688718,1.77453767512,386.073669179,575.741164642,829.931890749,379.048120263
Lithuania,LTU,1990,1.57957662517,14.3274953293,249.700091245,1407.57126875,1.31420776841,1.49446168684,1.0628412037,674.491480574,27.629147388,49.5265876077,219.599639389,173.007418224,48.7262782958,315.102606964,9.43332555608,236.133813776,524.511701704,612.103047208,121.029503302
Lithuania,LTU,1995,0.515199151023,17.5725031108,212.093392606,1898.5768692,1.89104654256,1.67362584931,1.13673620987,875.514633569,36.4335411621,66.3976972039,286.941609057,232.002990916,67.0062627598,437.125478661,10.3839329476,274.918008044,689.408021447,816.280599555,181.784020718
Lithuania,LTU,2000,0.336463887015,14.0224390189,238.131051504,1445.71880459,1.64130642732,0.743080780073,0.51476759907,561.438535283,22.8984921634,39.4437519011,180.040295994,130.905553217,59.1099968488,276.266211469,6.19239084633,156.220897505,391.434062571,509.157938547,129.731721359
Lithuania,LTU,2005,0.32028623218,16.5405781906,306.112603106,1778.84678483,2.1004216946,0.571688218781,0.404980418922,692.944139596,24.3723011597,48.4388415683,224.779818634,155.057730147,58.3916528359,354.292196995,12.122829355,185.994325563,465.522735986,609.61682333,165.46782556
Lithuania,LTU,2006,0.28158679546,16.5007496656,324.195906345,1827.16651151,2.17734372335,0.583261943597,0.413812452157,714.147218946,25.6223386964,50.153479558,232.842220405,159.286613968,59.7743610128,371.940223028,12.2994703625,193.941900897,480.928576858,635.749534566,172.773637831
Lithuania,LTU,2010,0.288017460636,10.634893167,284.019024887,1375.90351788,1.61102963269,0.583041059975,0.413886774604,513.982907003,19.3385797269,36.5854363612,164.918862261,106.626866706,56.6316962556,283.084413431,8.22973309459,144.810799233,346.160794166,473.396530177,127.533976803
Lithuania,LTU,2016,0.232117333579,7.36511298063,227.551292516,989.632393087,1.07785330391,0.535255297424,0.377096215325,339.802689686,12.7544941869,24.493712319,108.71279285,63.100681747,39.3758774476,204.285205484,4.84054927177,93.1130292564,233.567476859,330.607075296,91.0611108827
Luxembourg,LUX,1990,0.0173293373448,0.864999780863,15.1208366766,59.8825203506,0.0291105240216,0.00936684378941,0.00720872115368,45.2299214497,2.32568975313,3.26831728473,6.76033621243,9.63562617289,5.39046661982,21.5856816557,0.497624180325,11.3575834668,23.2461599344,32.0520368629,6.45264597927
Luxembourg,LUX,1995,0.0167974827062,0.793268723033,19.2098418702,54.7347910913,0.0288574966844,0.00856697039892,0.00604992281483,41.9368259093,2.23477535091,2.93221257155,5.1382919463,8.22258669329,7.60713493555,21.3173202386,0.317547845364,9.76682852339,20.243271935,28.2502394702,6.0737143341
Luxembourg,LUX,2000,0.014254787779,0.750601332474,18.6469988752,56.1620235665,0.0269379250751,0.00970912168245,0.00546862403277,38.879970509,1.95883631877,2.48191137752,4.92183720412,6.54431835919,4.04119409762,18.4677853744,0.226751417378,8.15302246959,16.4853497599,23.6286066137,5.644767276
Luxembourg,LUX,2005,0.0166369857811,0.629193730403,17.1332961421,56.4762042961,0.0256272163823,0.0152829174298,0.00666816903635,34.7347221032,1.71083911266,2.13886300849,4.91957246014,5.2512448544,3.63563219107,16.4824318783,0.163914835067,6.86722184335,14.0109641346,20.1069415948,5.18525467801
Luxembourg,LUX,2006,0.0154936864805,0.613402598463,16.6065754571,55.34605204,0.0254976100283,0.0166864478796,0.00702074828965,33.3904748141,1.63969301053,2.01108135118,4.72765541411,4.85095452898,3.50857351077,15.6400373692,0.148308525312,6.50051072091,13.0838998228,18.7659179107,4.96763072156
Luxembourg,LUX,2010,0.0188478778654,0.533562977613,15.5325518108,50.8817937496,0.0247625780753,0.0204161279811,0.00769849876112,28.4363813556,1.43985939785,1.66415486021,3.44581590214,3.67457937475,3.08295165583,13.2524710977,0.104062886949,5.40238715199,10.2299272033,15.1807158401,4.39632120622
Luxembourg,LUX,2016,0.0188018896539,0.509660468267,17.3541706287,51.1967733276,0.0262186591875,0.0229216868512,0.00774715763573,25.1386489579,1.41171830557,1.56272543833,3.06149041264,3.30883953287,3.01676568779,12.8545981664,0.074232803124,4.99814860544,9.37455668899,14.062527762,4.24000614451
Macedonia,MKD,1990,0.385878133985,1.82554972338,15.6513863597,115.937292983,0.310658056707,0.481847024209,0.330564770479,323.706556393,15.0067528456,19.3656741995,108.178300921,31.2316157259,21.5367724116,185.865376115,110.974377788,128.765530313,188.26075013,255.887408697,60.1241115342
Macedonia,MKD,1995,0.304236966689,2.02531853649,16.7228591331,116.847010717,0.278751578886,0.450246537949,0.297658935235,352.884143466,16.2405571305,20.8282067935,113.876814136,30.2437935471,25.8141894532,202.076441819,107.976984785,127.188608046,199.449826867,273.641945425,68.2264234952
Macedonia,MKD,2000,0.274677823046,2.1469616648,20.9202855498,111.562767614,0.218105482965,0.357544553537,0.219998575851,381.426707816,17.2847580308,21.9953068143,112.690111135,31.3404945782,30.302609364,220.240252674,99.3164192039,125.513543358,204.720116091,290.153050739,75.0331803281
Macedonia,MKD,2005,0.208726380964,2.20371056513,22.0843456763,80.5838572831,0.169760441578,0.259054675593,0.145598207798,351.83381889,15.9507678357,20.8933596524,101.412162257,34.1667536429,24.5905606404,215.957070551,81.7980563079,108.243120087,191.03393802,271.316937513,74.8292532134
Macedonia,MKD,2006,0.184952319852,2.26228718087,22.282078508,75.9857001413,0.164110827119,0.248439917673,0.138057330015,342.641377294,15.2678228516,20.241212315,97.4997605333,32.4334438078,23.4766100783,211.10198238,76.973418863,106.456389367,184.491297418,262.105850007,73.5320096569
Macedonia,MKD,2010,0.16430674111,2.1504897392,22.3888481545,65.3083255271,0.148718380522,0.226375050824,0.118482636437,319.39716129,12.5987064843,18.5104062601,85.3553096558,24.4724613473,21.6504125182,199.220247499,62.3915564704,102.595172776,164.857953161,236.817842757,69.1748073133
Macedonia,MKD,2016,0.147366021867,2.01849257142,21.8406196402,66.6531300179,0.137436811968,0.214816581735,0.109105236547,307.599802414,11.0802308108,17.7669239593,77.9060600711,20.8104179323,20.5353946189,195.54073959,46.9380634266,94.5411363867,157.89352354,226.56711248,67.3228018895
Madagascar,MDG,1990,124.239376313,14.0993275198,41.1024160326,1553.12862711,1021.7129894,1375.59454124,1276.97748093,1320.28689483,191.874546328,60.3337689044,898.821776552,673.25575886,380.354433939,505.417626038,1930.31889911,729.802891325,532.711335799,1953.90624702,465.707874021
Madagascar,MDG,1995,151.602809564,16.5709366302,59.8502417093,1533.38382649,1110.11493396,1469.7045136,1368.10477867,1528.0302315,197.454973895,78.2755487528,1100.72924299,835.967197465,732.513302225,558.218104511,2276.0381224,886.070813483,734.173177119,2386.87517482,531.369025351
Madagascar,MDG,2000,179.718694736,21.133363093,87.001433506,1280.09825161,1221.43430702,1606.80807448,1485.68605748,1726.49036666,199.230226398,93.8559319441,1296.79788541,989.450956873,1171.05569919,643.611497103,2591.75763228,1030.80624886,868.218842672,2888.25300738,613.54733874
Madagascar,MDG,2005,183.251714828,22.9934171867,128.974038029,1075.01232791,1350.04975054,1787.86076577,1645.53922598,1861.61238107,196.063381717,104.502505186,1428.28012617,1095.9077991,1790.65665696,766.210648582,2826.146551,1098.66029411,914.171763902,3244.06933442,679.318577964
Madagascar,MDG,2006,182.917402626,22.664064476,136.29669752,1062.6520753,1381.47634847,1834.18908368,1688.93959363,1872.65326586,190.789710293,104.775485108,1431.41272727,1099.14659168,1911.70999771,778.908268739,2842.15676052,1098.70381506,910.695313839,3268.14918693,688.82514081
Madagascar,MDG,2010,200.116466615,26.3111807319,178.156407092,1250.11174164,1587.45836416,2121.27871909,1950.95543716,2126.15368065,189.959611182,116.976194808,1594.45229525,1222.07949862,2278.96363466,941.377385217,3168.10891247,1196.18339562,993.751387074,3680.88846009,795.526200421
Madagascar,MDG,2016,206.082644544,32.0409650307,218.284651606,1708.14272003,1884.00641102,2570.46068658,2346.84515325,2400.68153893,203.376838128,135.377532935,1803.97257217,1386.02859682,2230.87153737,1269.31059333,3542.52753852,1524.93718886,1124.9792006,4292.74543283,963.972947027
Malawi,MWI,1990,206.803974689,12.1730377362,204.057829134,749.975058021,862.629507015,1335.81962887,1196.0289558,418.154871129,78.9568698031,32.7081005709,348.546809379,254.099291298,11925.585981,219.509641012,885.554443292,397.031045141,282.651957329,837.533402808,263.177106921
Malawi,MWI,1995,207.651747758,13.946237345,454.55314191,869.974892408,876.130932255,1348.3862911,1212.39814995,516.90665803,66.8972091677,38.3178054877,389.533165032,290.245680157,26165.9144108,250.561355248,966.381157797,438.477273158,337.081089298,948.086163049,318.792958183
Malawi,MWI,2000,208.789609665,14.5331992476,731.835332291,1329.77456227,886.886425015,1314.28391502,1184.58182296,676.153596629,55.6572523371,42.9677058252,413.993953916,314.715158123,40520.6449636,323.93923877,1025.83654448,478.310592527,378.144573971,1021.88404853,400.619104971
