Entity,Code,Year,Iron deficiency (deaths),Low bone mineral density (deaths),Drug use (deaths),Alcohol use (deaths),No access to handwashing facility (deaths),Unsafe water source (deaths),Poor sanitation (deaths),Smoking (deaths),Secondhand smoke (deaths),Low physical activity (deaths),Diet low in fruits (deaths),Diet low in vegetables (deaths),Unsafe sex (deaths),High body-mass index (obesity) (deaths),Household air pollution (deaths),Outdoor air pollution (deaths),High total cholesterol (deaths),High blood pressure (deaths),High blood sugar (deaths)
Bahamas,BHS,1990,0.104101752536,0.557933728762,5.78810608377,66.698976426,0.811872304152,0.567539480582,0.305411204607,24.8891732489,2.2495500992,3.31696813298,7.82736831611,5.40086182908,38.5989813584,33.1219812416,3.00259292422,11.7258537912,20.1049127478,34.8242235113,18.7765096296
Bahamas,BHS,1995,0.102815026991,0.566588054926,6.47884066972,62.7898811203,0.813430617778,0.573679415438,0.275602644532,27.0479631773,2.50980053448,3.56404499808,7.18850107857,6.81020005993,120.497592399,37.1485133706,2.59381698177,12.2875719627,21.0681356707,36.7128884604,21.6592355443
Bahamas,BHS,2000,0.0763822109062,0.674841813256,6.51851157158,51.9408184286,0.60097400522,0.364073590942,0.153403749119,21.925451966,2.21259470917,3.02908075621,2.90389742426,5.63862203794,166.897427885,33.2971851954,1.67055239022,9.7409449898,17.0537438515,31.9850930364,21.0331370479
Bahamas,BHS,2005,0.0883220122116,0.78712519493,7.82071055406,58.967250983,0.646040889671,0.293514815983,0.129683794363,28.0715277361,2.55634632402,3.82943844673,2.52445358834,7.34197053469,99.0336643552,40.0434787841,1.68303597192,11.7550902517,21.3561994138,41.8561966351,25.6746343271
Bahamas,BHS,2006,0.059677096553,0.74899716458,7.6025693751,56.6922817793,0.613803446435,0.284250594682,0.126452902463,26.2853103379,2.47022342886,3.56350440888,2.29931274528,6.898754737,111.540627583,37.428939393,1.50962261644,10.5326215672,19.8420367806,39.3672409105,24.3698562042
Bahamas,BHS,2010,0.0741055612608,0.929022935707,8.68295974116,65.9473660018,0.709879451329,0.304875593881,0.138074221073,30.5984562086,3.06974783997,4.23758782164,2.84965370985,8.54219842003,77.734322816,45.0041839279,1.58276699633,10.5450783448,23.3671564501,48.6544686187,29.0326486668
Bahamas,BHS,2016,0.0684595068232,0.896378197695,9.16411102177,62.4519548645,0.747528796034,0.331115808231,0.153194273151,29.4052511923,3.28026206443,4.63835366318,3.50768120631,9.72651689637,67.2294711186,48.7212008257,1.35913154069,11.6734215768,25.5951554493,52.819987666,30.8849005365
Bahrain,BHR,1990,0.134426028924,1.00857985516,8.99381959638,26.7405843284,0.337283873558,0.697246735143,0.407494910074,45.5157242198,4.47697495616,9.74057855755,17.8777017683,7.02348104365,1.96787388597,60.8761448284,8.33554034011,37.0782288361,63.0599167707,54.7222700255,34.3206132942
Bahrain,BHR,1995,0.136507152823,1.43152574793,13.8631721456,29.9982102103,0.323150366175,0.640347094419,0.30928518857,47.0320542373,4.95498664705,10.4643209161,18.4926825446,6.43566972793,3.01780199203,72.4528020249,5.34046231812,38.8300500577,66.0003883878,58.9370351548,45.1784536053
Bahrain,BHR,2000,0.137008833195,4.16240337006,17.3491779865,38.512537594,0.406766912186,0.656663520859,0.282208581324,53.7505929144,6.64465493793,12.1955942913,20.6225933475,6.63959813819,4.16285002481,92.495863632,4.6039396065,44.6833086671,74.9243335977,68.9208121284,62.4321914747
Bahrain,BHR,2005,0.147157158566,2.27066832821,22.6691950647,30.8930544838,0.543729994362,0.708170649204,0.274164058607,47.4502879896,8.19088090357,12.0511359348,20.2142942124,6.15925869747,5.19105237873,105.116045568,2.34955135888,42.5655291574,71.0453638334,68.9204418812,72.5955322447
Bahrain,BHR,2006,0.154607963252,3.17442374152,24.36636132,35.0062771897,0.592440998654,0.743630910105,0.284929094327,46.7964332413,8.72094409007,12.3187763817,20.7247541757,6.26328262018,5.52670669444,110.418577251,2.21948069293,44.4575844332,72.2083924675,70.5158736121,76.2028228079
Bahrain,BHR,2010,0.166238756904,2.23773175226,29.516153687,31.6202711086,0.721531051339,0.886605877582,0.322035523376,42.4934652722,9.7864002573,13.1495908182,22.1395677413,6.93792038086,6.99008137976,122.958024065,1.75310669517,50.4529136446,74.9442657058,73.8124980846,84.8817999907
Bahrain,BHR,2016,0.152063314923,2.45995546272,30.4351488565,33.1000017904,0.722086098808,0.843622852717,0.29043114103,45.2312549114,9.73335172852,14.0402010933,22.3526347564,7.04623068929,7.08902489117,131.183989764,1.2079092493,55.7850575647,79.5327410579,78.1581656615,90.2405778149
Bangladesh,BGD,1990,1471.2018479,118.964800111,764.499665607,2343.88888963,3589.5893721,5863.60359475,5109.87059913,14903.8101747,1026.84244498,421.731766279,5276.6375671,3297.26907231,2486.38537808,1540.79403025,9646.28656965,6648.32236164,2896.3342816,7268.65157463,4852.40045903
Bangladesh,BGD,1995,1240.88338485,115.7413723,871.436760729,2425.33675134,2981.93900144,4712.72293673,4075.21145667,14683.2890448,946.925532327,483.671129315,6009.31128866,3777.55613446,2034.48981996,1850.1886557,9815.87979469,7046.90398219,3329.70937844,7797.67899383,5602.35426465
Bangladesh,BGD,2000,991.669478935,134.407421643,885.254585789,2608.19851285,2407.41174001,3732.86184822,3195.84996831,15377.7980011,1028.11185057,640.670181177,7810.85023332,5051.09041204,1397.13707577,3030.02762157,10826.509634,8092.50225255,4577.27849009,9343.57297674,6573.00956863
Bangladesh,BGD,2005,759.156970511,206.897382567,960.569550476,2890.76328847,2193.93134857,3416.92999124,2875.93199382,17681.4682948,1522.42029754,1141.08144672,11156.1513642,7936.54761189,1297.94388642,6675.44441817,14093.8793016,11828.6087772,8756.60497516,13673.4785026,8719.45397886
Bangladesh,BGD,2006,694.777931016,206.749227068,989.25872087,2925.67565279,2146.46096147,3336.03969118,2794.58301655,18558.6238054,1561.67102758,1241.90106264,11782.5378538,8501.67947794,1296.9077377,7467.57533747,14791.1551312,12535.5763033,9640.37808129,14653.4227957,9039.85621822
Bangladesh,BGD,2010,522.667254083,237.349568984,1075.22998228,2880.44560712,1782.53908333,2727.55243043,2226.74184,20894.0751957,1737.17450555,1491.40833947,13400.2747064,9845.20142257,1365.89614372,10928.5737418,16131.1378323,14227.6284622,11976.2214175,17692.2069445,9978.1683821
Bangladesh,BGD,2016,354.908616964,265.174037311,1183.42854846,2989.42611942,1327.22419356,1993.23324635,1548.181126,24590.4545097,1736.27206434,1684.12751488,14970.5980448,10973.5208176,1337.06017089,14367.7023652,16229.9959791,16589.8083033,13925.9437535,21206.8161107,10513.2946233
Barbados,BRB,1990,0.172653391069,0.253006239678,2.98447019456,27.0959781885,0.544554711377,0.378731778361,0.265011271006,10.020459356,1.3464074946,2.08419090139,8.67536454965,6.73915138387,13.2348160938,21.8038235964,0.0941734584535,7.12101151369,12.1633271087,18.4668234385,14.5670902577
Barbados,BRB,1995,0.0529163402454,0.31823893209,3.49925258692,26.8433747445,0.557848619225,0.367847996943,0.229587096098,11.2641155005,1.61740121047,2.35161813806,9.4840667505,6.97081589695,33.8853327439,26.1580920184,0.0709949981475,7.76720457856,13.0238107256,20.4949521434,18.2043864537
Barbados,BRB,2000,0.0783344746161,0.402370333686,3.44196734779,24.9402156919,0.484755251941,0.241107521651,0.140771203928,10.0645918786,1.64271778716,2.16566100431,7.93494839418,5.67705002406,47.8392330455,26.2782255489,0.0462684518028,7.00378148938,11.2773760192,19.4726887841,18.9416110167
Barbados,BRB,2005,0.0703191316406,0.475104207222,3.6671098429,27.2847848555,0.468230870459,0.176098236756,0.100880608874,10.4243742126,1.68205721782,2.21187369692,7.6171129485,5.49184701466,24.4137234211,28.9025510859,0.0302863937493,6.53680908413,10.8910019555,19.3454320457,20.2363026818
Barbados,BRB,2006,0.087698283842,0.467984448903,3.64983864744,27.6384511154,0.459657888805,0.170553143752,0.0970011696451,10.3999548531,1.65744698085,2.23318374247,7.52006915659,5.52197291071,22.8312367028,29.1488515321,0.0277426950274,6.43704264101,11.0500165281,19.3875181184,20.3495803377
Barbados,BRB,2010,0.0613072424108,0.431745863311,3.50027059451,27.3650839628,0.427638821566,0.152416652612,0.0846125062378,10.0231632009,1.49102379256,2.14422018677,6.8672139107,5.1815611544,19.7379275071,27.9641728928,0.0193301780124,5.60873453319,10.2478807871,19.1711987994,19.6411852899
Barbados,BRB,2016,0.0788036458371,0.400261519307,3.3563719865,26.2112653213,0.395166123531,0.140489142045,0.0760011497138,9.15600777494,1.37742489388,1.95253438685,6.38254640652,4.82886668261,14.4438312165,25.3757408666,0.0123342026234,5.77052273233,9.31658863957,18.3055134651,17.8663342136
Belarus,BLR,1990,4.23713344175,27.3779731415,457.624643401,3235.66301053,6.11953994916,5.49307243152,4.42112194859,1916.48368324,92.1278040522,119.449714138,736.307920642,497.535211148,153.191786982,994.974056635,108.633172369,711.507908193,1403.96564492,1610.66002667,341.556749844
Belarus,BLR,1995,4.17431756161,45.0029811168,597.215102734,4767.47050532,9.71584918695,7.62886626474,5.92679414594,3094.1368013,134.176995908,202.415792402,1220.83568869,825.491320832,238.846780441,1679.82743358,137.056856136,1028.52048266,2366.56374875,2617.84271843,575.402476555
Belarus,BLR,2000,3.62210964366,50.1668877405,693.425068429,5225.01017479,10.7437766568,5.96041156319,4.71059038911,3237.1820559,138.146020182,213.046735337,1261.30322893,810.642957147,267.835522993,1747.46650915,102.184530644,1013.49174506,2446.76619022,2697.97951333,569.865807612
Belarus,BLR,2005,1.89667324107,56.6914341384,832.475050931,5461.85398171,8.10608741965,1.87017032177,1.53653597992,3439.04058881,142.337976848,235.435255819,1303.50952062,735.20090393,338.039254652,1952.89701429,78.3474227305,1057.09976533,2680.85857734,2977.36625678,598.272322503
Belarus,BLR,2006,1.65744142719,54.3343616938,835.4864268,5250.87076061,7.32637077376,1.44388668366,1.19016438181,3212.53888346,133.031434978,221.924735069,1212.19775795,657.8500458,347.780709777,1868.969393,65.81580919,1001.10943686,2530.56272663,2815.75007827,564.70624065
Belarus,BLR,2010,1.13696889882,45.2983007583,853.598234348,4649.43338034,5.5722833204,0.807763533841,0.652902943679,2614.5380934,109.11264319,189.462451278,959.384705494,439.953592662,399.837101657,1670.57240791,35.5771855883,860.991707554,2144.72033299,2384.19934592,477.663336024
Belarus,BLR,2016,0.911553354471,27.8947678859,696.529152155,3221.21534185,3.34103792974,0.666340722936,0.538216308312,1616.20149286,62.3380125691,117.689352418,568.461962028,227.962808346,324.259205572,1105.76982806,15.2966365698,526.976156774,1310.60662421,1481.52577098,308.132672357
Belgium,BEL,1990,0.454383901576,19.4413616119,180.563382038,1141.22322007,0.588131950089,0.182201176893,0.14962849985,1034.72828857,45.259407313,79.1779916952,302.403735278,183.916563744,130.319972834,427.510110357,8.53642657866,258.144408226,563.602252548,522.381398291,146.831853759
Belgium,BEL,1995,0.468441732069,20.7479423197,245.999807099,1173.74135019,0.657625435843,0.210481877187,0.157204439923,1094.45170902,44.4287072632,75.2201083701,276.363670928,157.540655044,206.802030392,431.854537049,5.43811701962,236.903629942,518.208435978,497.896289347,150.624607671
Belgium,BEL,2000,0.438659422485,21.151911987,274.499837263,1147.10029704,0.747091786913,0.260936686161,0.172347024553,1005.63723091,39.3156031583,67.292382623,245.429961008,132.553631244,98.2765287025,416.073622637,4.025023599,209.575114707,449.090339819,471.255706039,143.443157862
Belgium,BEL,2005,0.433033202363,18.6020326434,249.925409315,1064.32512652,0.739399167927,0.396598330988,0.227336538623,861.073907277,31.4394124846,53.8385720103,198.939442688,97.9449094626,90.9318488899,345.093543953,2.87125215543,167.550226701,339.37340776,394.552329071,119.491070683
Belgium,BEL,2006,0.46284092421,18.2999470611,247.538216431,1057.26870527,0.734440717476,0.419096525345,0.234721276992,825.978029911,30.4124165319,51.520221876,191.054247875,92.7435232124,85.8899229898,331.645407807,2.67064092206,160.935798067,322.304760529,380.937593208,114.433823809
Belgium,BEL,2010,0.467099953372,16.3031154099,241.790003944,1008.5018043,0.709872237593,0.482745332904,0.242623369251,697.293488105,27.3792730016,43.8641254232,159.341648784,73.0043935509,85.0983002931,286.846967634,1.95621611625,137.396433498,266.12438406,334.193543901,100.829011707
Belgium,BEL,2016,0.407854847451,13.3392583977,222.130036214,870.494697285,0.597015190944,0.430448288655,0.191643674952,528.050456554,23.17096615,35.0338059779,123.76757182,56.1387313999,64.9696035098,234.765118807,1.25132531151,108.641577361,211.567298333,272.977933064,81.6630637871
Belize,BLZ,1990,0.114053683961,0.223380439278,2.0899061543,21.1620679789,0.713420319991,0.799917558667,0.627485235482,6.62690874933,1.35224612026,1.17661970977,4.62365900323,4.21101232271,7.50016147856,11.486808927,5.20726979409,5.4819983545,6.48448533476,9.8253335145,6.58236321616
Belize,BLZ,1995,0.0985555185215,0.327888155816,2.95005574405,27.391911932,0.786211116216,0.959500713824,0.684739185136,9.78370463532,1.70953383003,1.69096797382,6.20575083965,5.67951762596,17.0617266292,18.1799795624,5.21790292568,7.46710542597,9.38672428072,14.1294005174,10.292247696
Belize,BLZ,2000,0.192429891867,0.624462499923,4.69377059065,42.2719814551,1.01315754074,0.901474102266,0.611539478053,13.6465277879,1.82589497582,2.00235414148,7.30587107661,6.24571606941,41.3148304895,24.9001297639,4.92717101042,9.30184944848,10.6069857294,16.2949367716,15.7890065617
Belize,BLZ,2005,0.222351122256,0.688268398473,5.73921211961,50.2535611811,1.08809172888,0.754680989065,0.472548228051,14.2486255733,1.88167703804,2.08412858745,7.32153268198,6.06831251749,54.196572349,29.1930745593,4.51864423266,9.12184407329,10.3853612874,16.3183567821,18.6950739689
Belize,BLZ,2006,0.17480115082,0.726131075556,5.81776844706,51.2035068858,1.09329593403,0.763945089047,0.469371348578,14.2831517041,1.91669510199,2.13621348979,7.40568756279,6.1427500214,57.306568578,30.4371534947,4.48986222278,9.01723898969,10.6088689355,17.0694348585,19.6749536372
Belize,BLZ,2010,0.156932623783,0.840904863318,6.35998691599,57.6225847074,1.18488915219,0.800027906629,0.450205920078,15.1690739244,2.07137395016,2.33226588564,8.04293053714,6.48168179451,58.6231342165,35.0602355247,4.76934379307,8.8575063737,11.1250615743,19.7995233636,23.5982018649
Belize,BLZ,2016,0.0952249897881,0.981552839433,7.78923192835,65.4607948815,1.25003370074,0.801345775267,0.419030254056,17.6507548946,2.14579187649,2.53872152684,8.82247584555,7.06083681119,56.2202095231,38.4217217064,4.40182159612,9.70517219357,12.0723706752,22.4568158283,25.5248894705
Benin,BEN,1990,106.653038277,6.86350685762,24.3550548451,284.046975584,352.443990155,481.554733296,429.241888902,219.491788317,34.033419964,17.2281159018,182.508573002,119.553980844,349.707053614,166.974451747,465.213070576,294.033908004,107.504939484,333.29898508,140.241662281
Benin,BEN,1995,107.783780653,8.42181190373,51.5396936497,353.677245756,423.21724285,566.314056662,509.32858112,274.408822195,42.6949309193,22.1947206503,223.528460939,143.920162427,1062.42346172,255.060801924,569.560507964,361.102797036,144.095707186,402.106725112,182.128061809
Benin,BEN,2000,106.350062113,10.2905253448,102.563836967,440.82393748,470.107928947,612.299708899,556.18714492,339.978194012,45.6199945239,28.7421917236,281.976486959,177.848567869,2298.51034772,400.702588938,685.216443409,443.972371515,193.121268629,506.512350794,231.859001004
Benin,BEN,2005,85.44392384,12.2261539497,157.986004759,523.3035311,510.346176347,658.165464545,595.704174985,389.513560633,48.0676472866,34.106986987,333.766147799,213.492860245,3318.87215401,588.791985456,793.284111663,469.59281801,232.896722917,606.953401403,278.466502635
Benin,BEN,2006,85.7376927193,12.9337688406,163.77182618,537.746512176,517.174509922,666.144342671,601.234630561,398.22594898,48.4945506989,34.9825264149,342.244611379,220.598484053,3369.00645533,630.660328919,812.625966271,479.615983557,239.30162879,625.960922782,288.361967902
Benin,BEN,2010,94.5593905183,14.7197818612,136.845432302,613.596188518,553.53559498,707.940883588,628.301246079,444.865936924,53.120474224,39.9873121481,383.179150603,255.529251223,2277.43054306,786.892487936,911.625932953,529.899111842,268.950487789,715.258249992,338.066869288
Benin,BEN,2016,97.5417825912,17.4254123889,137.674076253,673.016530073,580.148419421,737.949486989,646.008538372,482.006201786,54.806472395,45.8859666935,428.386402867,294.132483818,1710.66404755,944.965086964,986.49332396,809.744113426,303.374378611,852.392140897,398.827064229
Bermuda,BMU,1990,0.0060869292151,0.133959175545,1.22590115505,10.5341227016,0.0743632445146,0.0550971259307,0.0278258029071,7.53968672737,0.579704362497,0.908495422781,1.37200149138,2.51160469835,4.16281666389,7.38355834507,0.791326484898,2.21337910441,5.94619140037,6.09581183849,3.39663232074
